sample,peak,sample number
1508,0,5377
1503,0,5378
1499,0,5379
1497,0,5380
1497,0,5381
1498,0,5382
1500,0,5383
1502,0,5384
1503,0,5385
1504,0,5386
1505,0,5387
1506,0,5388
1507,0,5389
1508,0,5390
1510,0,5391
1511,0,5392
1513,0,5393
1513,0,5394
1514,0,5395
1513,0,5396
1513,0,5397
1512,0,5398
1512,0,5399
1512,0,5400
1511,0,5401
1512,0,5402
1512,0,5403
1514,0,5404
1515,0,5405
1518,0,5406
1520,0,5407
1523,0,5408
1526,0,5409
1529,0,5410
1531,0,5411
1533,0,5412
1536,0,5413
1538,0,5414
1541,0,5415
1543,0,5416
1544,0,5417
1545,0,5418
1545,0,5419
1545,0,5420
1544,0,5421
1543,0,5422
1543,0,5423
1544,0,5424
1545,0,5425
1548,0,5426
1551,0,5427
1555,0,5428
1559,0,5429
1562,0,5430
1565,0,5431
1566,0,5432
1565,0,5433
1563,0,5434
1560,0,5435
1557,0,5436
1555,0,5437
1553,0,5438
1553,0,5439
1554,0,5440
1556,0,5441
1558,0,5442
1560,0,5443
1562,0,5444
1562,0,5445
1562,0,5446
1561,0,5447
1560,0,5448
1558,0,5449
1557,0,5450
1556,0,5451
1555,0,5452
1554,0,5453
1554,0,5454
1555,0,5455
1557,0,5456
1559,0,5457
1562,0,5458
1566,0,5459
1569,0,5460
1571,0,5461
1572,0,5462
1572,0,5463
1571,0,5464
1570,0,5465
1568,0,5466
1566,0,5467
1565,0,5468
1564,0,5469
1564,0,5470
1566,0,5471
1568,0,5472
1570,0,5473
1573,0,5474
1575,0,5475
1575,0,5476
1575,0,5477
1574,0,5478
1572,0,5479
1571,0,5480
1570,0,5481
1570,0,5482
1571,0,5483
1572,0,5484
1573,0,5485
1575,0,5486
1576,0,5487
1577,0,5488
1578,0,5489
1579,0,5490
1581,0,5491
1583,0,5492
1585,0,5493
1587,0,5494
1589,0,5495
1590,0,5496
1592,0,5497
1592,0,5498
1591,0,5499
1589,0,5500
1587,0,5501
1584,0,5502
1582,0,5503
1581,0,5504
1580,0,5505
1580,0,5506
1581,0,5507
1582,0,5508
1583,0,5509
1584,0,5510
1585,0,5511
1586,0,5512
1587,0,5513
1588,0,5514
1590,0,5515
1592,0,5516
1593,0,5517
1595,0,5518
1595,0,5519
1596,0,5520
1596,0,5521
1597,0,5522
1597,0,5523
1598,0,5524
1599,0,5525
1600,0,5526
1601,0,5527
1601,0,5528
1601,0,5529
1600,0,5530
1598,0,5531
1597,0,5532
1595,0,5533
1593,0,5534
1592,0,5535
1592,0,5536
1593,0,5537
1594,0,5538
1597,0,5539
1599,0,5540
1602,0,5541
1605,0,5542
1606,0,5543
1607,0,5544
1606,0,5545
1605,0,5546
1604,0,5547
1603,0,5548
1602,0,5549
1601,0,5550
1601,0,5551
1602,0,5552
1603,0,5553
1604,0,5554
1606,0,5555
1608,0,5556
1609,0,5557
1610,0,5558
1609,0,5559
1608,0,5560
1606,0,5561
1605,0,5562
1604,0,5563
1604,0,5564
1606,0,5565
1610,0,5566
1613,0,5567
1617,0,5568
1621,0,5569
1624,0,5570
1626,0,5571
1627,0,5572
1628,0,5573
1628,0,5574
1628,0,5575
1627,0,5576
1626,0,5577
1625,0,5578
1624,0,5579
1624,0,5580
1625,0,5581
1627,0,5582
1629,0,5583
1631,0,5584
1633,0,5585
1635,0,5586
1636,0,5587
1637,0,5588
1639,0,5589
1642,0,5590
1646,0,5591
1651,0,5592
1655,0,5593
1659,0,5594
1662,0,5595
1663,0,5596
1663,0,5597
1661,0,5598
1658,0,5599
1655,0,5600
1652,0,5601
1649,0,5602
1646,0,5603
1643,0,5604
1639,0,5605
1634,0,5606
1628,0,5607
1620,0,5608
1611,0,5609
1602,0,5610
1592,0,5611
1584,0,5612
1577,0,5613
1573,0,5614
1571,0,5615
1570,0,5616
1571,0,5617
1572,0,5618
1574,0,5619
1575,0,5620
1577,0,5621
1578,0,5622
1580,0,5623
1582,0,5624
1584,0,5625
1586,0,5626
1588,0,5627
1589,0,5628
1590,0,5629
1591,0,5630
1592,0,5631
1592,0,5632
1591,0,5633
1591,0,5634
1589,0,5635
1588,0,5636
1586,0,5637
1584,0,5638
1583,0,5639
1583,0,5640
1583,0,5641
1582,0,5642
1579,0,5643
1575,0,5644
1569,0,5645
1561,0,5646
1554,0,5647
1550,0,5648
1556,0,5649
1577,0,5650
1617,0,5651
1680,0,5652
1767,0,5653
1873,0,5654
1990,0,5655
2108,0,5656
2213,0,5657
2293,0,5658
2337,0,5659
2339,0,5660
2297,0,5661
2212,0,5662
2091,0,5663
1942,0,5664
1772,0,5665
1592,0,5666
1412,0,5667
1242,0,5668
1093,0,5669
974,0,5670
893,0,5671
853,0,5672
854,0,5673
889,0,5674
950,0,5675
1025,0,5676
1103,0,5677
1175,0,5678
1235,0,5679
1280,0,5680
1313,0,5681
1339,0,5682
1360,0,5683
1383,0,5684
1410,0,5685
1442,0,5686
1479,0,5687
1520,0,5688
1562,0,5689
1603,0,5690
1640,0,5691
1670,0,5692
1693,0,5693
1708,0,5694
1715,0,5695
1716,0,5696
1713,0,5697
1708,0,5698
1702,0,5699
1696,0,5700
1692,0,5701
1689,0,5702
1687,0,5703
1686,0,5704
1686,0,5705
1687,0,5706
1689,0,5707
1690,0,5708
1692,0,5709
1694,0,5710
1696,0,5711
1698,0,5712
1699,0,5713
1699,0,5714
1699,0,5715
1700,0,5716
1700,0,5717
1700,0,5718
1701,0,5719
1703,0,5720
1705,0,5721
1707,0,5722
1709,0,5723
1710,0,5724
1709,0,5725
1707,0,5726
1705,0,5727
1702,0,5728
1699,0,5729
1697,0,5730
1698,0,5731
1699,0,5732
1702,0,5733
1706,0,5734
1710,0,5735
1713,0,5736
1715,0,5737
1716,0,5738
1717,0,5739
1717,0,5740
1717,0,5741
1717,0,5742
1718,0,5743
1720,0,5744
1722,0,5745
1725,0,5746
1727,0,5747
1729,0,5748
1730,0,5749
1731,0,5750
1730,0,5751
1728,0,5752
1727,0,5753
1726,0,5754
1726,0,5755
1728,0,5756
1731,0,5757
1735,0,5758
1740,0,5759
1744,0,5760
1747,0,5761
1749,0,5762
1751,0,5763
1752,0,5764
1754,0,5765
1756,0,5766
1758,0,5767
1762,0,5768
1766,0,5769
1770,0,5770
1773,0,5771
1775,0,5772
1776,0,5773
1775,0,5774
1774,0,5775
1772,0,5776
1770,0,5777
1769,0,5778
1769,0,5779
1771,0,5780
1773,0,5781
1775,0,5782
1776,0,5783
1777,0,5784
1776,0,5785
1774,0,5786
1771,0,5787
1767,0,5788
1763,0,5789
1760,0,5790
1757,0,5791
1754,0,5792
1750,0,5793
1747,0,5794
1742,0,5795
1737,0,5796
1731,0,5797
1724,0,5798
1716,0,5799
1708,0,5800
1699,0,5801
1691,0,5802
1683,0,5803
1675,0,5804
1668,0,5805
1662,0,5806
1655,0,5807
1647,0,5808
1638,0,5809
1628,0,5810
1617,0,5811
1605,0,5812
1593,0,5813
1582,0,5814
1573,0,5815
1564,0,5816
1557,0,5817
1550,0,5818
1543,0,5819
1537,0,5820
1530,0,5821
1524,0,5822
1519,0,5823
1514,0,5824
1509,0,5825
1506,0,5826
1503,0,5827
1500,0,5828
1498,0,5829
1497,0,5830
1497,0,5831
1496,0,5832
1497,0,5833
1497,0,5834
1497,0,5835
1497,0,5836
1496,0,5837
1496,0,5838
1496,0,5839
1497,0,5840
1498,0,5841
1499,0,5842
1501,0,5843
1503,0,5844
1504,0,5845
1506,0,5846
1508,0,5847
1510,0,5848
1511,0,5849
1513,0,5850
1514,0,5851
1516,0,5852
1517,0,5853
1518,0,5854
1519,0,5855
1521,0,5856
1523,0,5857
1526,0,5858
1530,0,5859
1533,0,5860
1537,0,5861
1540,0,5862
1542,0,5863
1543,0,5864
1543,0,5865
1543,0,5866
1541,0,5867
1540,0,5868
1539,0,5869
1539,0,5870
1540,0,5871
1543,0,5872
1546,0,5873
1550,0,5874
1552,0,5875
1554,0,5876
1554,0,5877
1554,0,5878
1553,0,5879
1552,0,5880
1552,0,5881
1553,0,5882
1554,0,5883
1556,0,5884
1556,0,5885
1556,0,5886
1555,0,5887
1554,0,5888
1551,0,5889
1549,0,5890
1547,0,5891
1546,0,5892
1545,0,5893
1546,0,5894
1546,0,5895
1547,0,5896
1548,0,5897
1549,0,5898
1551,0,5899
1552,0,5900
1553,0,5901
1554,0,5902
1555,0,5903
1557,0,5904
1559,0,5905
1561,0,5906
1563,0,5907
1564,0,5908
1564,0,5909
1564,0,5910
1563,0,5911
1561,0,5912
1561,0,5913
1562,0,5914
1563,0,5915
1566,0,5916
1569,0,5917
1571,0,5918
1573,0,5919
1574,0,5920
1574,0,5921
1572,0,5922
1571,0,5923
1569,0,5924
1568,0,5925
1567,0,5926
1567,0,5927
1568,0,5928
1569,0,5929
1570,0,5930
1571,0,5931
1572,0,5932
1573,0,5933
1573,0,5934
1573,0,5935
1573,0,5936
1573,0,5937
1573,0,5938
1574,0,5939
1574,0,5940
1574,0,5941
1575,0,5942
1575,0,5943
1575,0,5944
1575,0,5945
1576,0,5946
1578,0,5947
1580,0,5948
1582,0,5949
1583,0,5950
1585,0,5951
1586,0,5952
1587,0,5953
1587,0,5954
1588,0,5955
1590,0,5956
1592,0,5957
1593,0,5958
1595,0,5959
1595,0,5960
1594,0,5961
1593,0,5962
1592,0,5963
1591,0,5964
1590,0,5965
1590,0,5966
1591,0,5967
1592,0,5968
1592,0,5969
1592,0,5970
1592,0,5971
1592,0,5972
1591,0,5973
1590,0,5974
1589,0,5975
1589,0,5976
1589,0,5977
1589,0,5978
1589,0,5979
1590,0,5980
1591,0,5981
1593,0,5982
1595,0,5983
1596,0,5984
1598,0,5985
1600,0,5986
1602,0,5987
1603,0,5988
1605,0,5989
1606,0,5990
1607,0,5991
1608,0,5992
1607,0,5993
1606,0,5994
1606,0,5995
1606,0,5996
1607,0,5997
1609,0,5998
1613,0,5999
1616,0,6000
1619,0,6001
1620,0,6002
1620,0,6003
1619,0,6004
1617,0,6005
1616,0,6006
1616,0,6007
1617,0,6008
1621,0,6009
1626,0,6010
1631,0,6011
1636,0,6012
1640,0,6013
1642,0,6014
1642,0,6015
1642,0,6016
1642,0,6017
1642,0,6018
1644,0,6019
1647,0,6020
1650,0,6021
1654,0,6022
1657,0,6023
1658,0,6024
1658,0,6025
1655,0,6026
1652,0,6027
1647,0,6028
1643,0,6029
1639,0,6030
1634,0,6031
1630,0,6032
1624,0,6033
1617,0,6034
1609,0,6035
1599,0,6036
1589,0,6037
1580,0,6038
1573,0,6039
1569,0,6040
1568,0,6041
1569,0,6042
1571,0,6043
1575,0,6044
1579,0,6045
1582,0,6046
1585,0,6047
1588,0,6048
1591,0,6049
1593,0,6050
1594,0,6051
1595,0,6052
1594,0,6053
1593,0,6054
1592,0,6055
1592,0,6056
1591,0,6057
1591,0,6058
1592,0,6059
1592,0,6060
1592,0,6061
1592,0,6062
1591,0,6063
1589,0,6064
1588,0,6065
1586,0,6066
1585,0,6067
1583,0,6068
1581,0,6069
1578,0,6070
1573,0,6071
1566,0,6072
1557,0,6073
1548,0,6074
1542,0,6075
1545,0,6076
1561,0,6077
1597,0,6078
1657,0,6079
1741,0,6080
1845,0,6081
1962,0,6082
2079,0,6083
2183,0,6084
2260,0,6085
2301,0,6086
2298,0,6087
2250,0,6088
2162,0,6089
2038,0,6090
1888,0,6091
1722,0,6092
1548,0,6093
1377,0,6094
1217,0,6095
1077,0,6096
965,0,6097
887,0,6098
847,0,6099
843,0,6100
873,0,6101
929,0,6102
999,0,6103
1075,0,6104
1148,0,6105
1210,0,6106
1261,0,6107
1300,0,6108
1331,0,6109
1359,0,6110
1389,0,6111
1422,0,6112
1461,0,6113
1504,0,6114
1549,0,6115
1593,0,6116
1633,0,6117
1667,0,6118
1691,0,6119
1707,0,6120
1714,0,6121
1715,0,6122
1712,0,6123
1706,0,6124
1701,0,6125
1696,0,6126
1694,0,6127
1694,0,6128
1696,0,6129
1699,0,6130
1702,0,6131
1705,0,6132
1707,0,6133
1707,0,6134
1707,0,6135
1705,0,6136
1702,0,6137
1700,0,6138
1699,0,6139
1698,0,6140
1699,0,6141
1700,0,6142
1702,0,6143
1703,0,6144
1704,0,6145
1705,0,6146
1704,0,6147
1703,0,6148
1702,0,6149
1702,0,6150
1702,0,6151
1702,0,6152
1704,0,6153
1707,0,6154
1709,0,6155
1712,0,6156
1713,0,6157
1714,0,6158
1713,0,6159
1710,0,6160
1708,0,6161
1705,0,6162
1704,0,6163
1704,0,6164
1706,0,6165
1709,0,6166
1712,0,6167
1716,0,6168
1719,0,6169
1722,0,6170
1724,0,6171
1725,0,6172
1725,0,6173
1725,0,6174
1725,0,6175
1724,0,6176
1725,0,6177
1725,0,6178
1727,0,6179
1729,0,6180
1731,0,6181
1733,0,6182
1735,0,6183
1737,0,6184
1738,0,6185
1739,0,6186
1740,0,6187
1742,0,6188
1745,0,6189
1749,0,6190
1752,0,6191
1756,0,6192
1759,0,6193
1761,0,6194
1762,0,6195
1762,0,6196
1762,0,6197
1762,0,6198
1762,0,6199
1763,0,6200
1764,0,6201
1765,0,6202
1767,0,6203
1768,0,6204
1769,0,6205
1771,0,6206
1773,0,6207
1774,0,6208
1776,0,6209
1776,0,6210
1776,0,6211
1775,0,6212
1774,0,6213
1771,0,6214
1767,0,6215
1763,0,6216
1758,0,6217
1752,0,6218
1745,0,6219
1738,0,6220
1731,0,6221
1725,0,6222
1719,0,6223
1714,0,6224
1709,0,6225
1705,0,6226
1701,0,6227
1697,0,6228
1692,0,6229
1686,0,6230
1679,0,6231
1671,0,6232
1661,0,6233
1650,0,6234
1639,0,6235
1626,0,6236
1614,0,6237
1603,0,6238
1593,0,6239
1584,0,6240
1577,0,6241
1570,0,6242
1565,0,6243
1560,0,6244
1555,0,6245
1549,0,6246
1543,0,6247
1536,0,6248
1529,0,6249
1521,0,6250
1514,0,6251
1508,0,6252
1503,0,6253
1499,0,6254
1497,0,6255
1496,0,6256
1496,0,6257
1496,0,6258
1497,0,6259
1498,0,6260
1500,0,6261
1503,0,6262
1506,0,6263
1510,0,6264
1514,0,6265
1517,0,6266
1519,0,6267
1519,0,6268
1518,0,6269
1515,0,6270
1513,0,6271
1510,0,6272
1509,0,6273
1510,0,6274
1512,0,6275
1515,0,6276
1518,0,6277
1522,0,6278
1525,0,6279
1528,0,6280
1530,0,6281
1531,0,6282
1532,0,6283
1532,0,6284
1532,0,6285
1532,0,6286
1532,0,6287
1532,0,6288
1533,0,6289
1533,0,6290
1535,0,6291
1536,0,6292
1537,0,6293
1538,0,6294
1540,0,6295
1542,0,6296
1544,0,6297
1547,0,6298
1550,0,6299
1553,0,6300
1554,0,6301
1555,0,6302
1553,0,6303
1551,0,6304
1548,0,6305
1545,0,6306
1543,0,6307
1543,0,6308
1544,0,6309
1547,0,6310
1551,0,6311
1555,0,6312
1559,0,6313
1561,0,6314
1562,0,6315
1562,0,6316
1562,0,6317
1560,0,6318
1559,0,6319
1559,0,6320
1558,0,6321
1559,0,6322
1559,0,6323
1559,0,6324
1559,0,6325
1559,0,6326
1559,0,6327
1559,0,6328
1560,0,6329
1561,0,6330
1563,0,6331
1565,0,6332
1567,0,6333
1568,0,6334
1569,0,6335
1570,0,6336
1570,0,6337
1570,0,6338
1571,0,6339
1572,0,6340
1574,0,6341
1575,0,6342
1577,0,6343
1577,0,6344
1577,0,6345
1575,0,6346
1572,0,6347
1569,0,6348
1565,0,6349
1562,0,6350
1559,0,6351
1557,0,6352
1556,0,6353
1556,0,6354
1558,0,6355
1560,0,6356
1563,0,6357
1565,0,6358
1568,0,6359
1570,0,6360
1572,0,6361
1574,0,6362
1575,0,6363
1577,0,6364
1578,0,6365
1579,0,6366
1580,0,6367
1580,0,6368
1581,0,6369
1581,0,6370
1582,0,6371
1584,0,6372
1585,0,6373
1586,0,6374
1587,0,6375
1586,0,6376
1584,0,6377
1582,0,6378
1580,0,6379
1578,0,6380
1577,0,6381
1577,0,6382
1579,0,6383
1581,0,6384
1585,0,6385
1588,0,6386
1591,0,6387
1593,0,6388
1594,0,6389
1595,0,6390
1594,0,6391
1592,0,6392
1590,0,6393
1588,0,6394
1586,0,6395
1585,0,6396
1584,0,6397
1585,0,6398
1586,0,6399
1588,0,6400
1590,0,6401
1591,0,6402
1592,0,6403
1593,0,6404
1593,0,6405
1593,0,6406
1594,0,6407
1594,0,6408
1595,0,6409
1596,0,6410
1597,0,6411
1598,0,6412
1598,0,6413
1598,0,6414
1598,0,6415
1598,0,6416
1597,0,6417
1596,0,6418
1595,0,6419
1594,0,6420
1594,0,6421
1594,0,6422
1595,0,6423
1595,0,6424
1596,0,6425
1597,0,6426
1599,0,6427
1603,0,6428
1607,0,6429
1613,0,6430
1621,0,6431
1628,0,6432
1635,0,6433
1641,0,6434
1644,0,6435
1644,0,6436
1642,0,6437
1639,0,6438
1635,0,6439
1632,0,6440
1630,0,6441
1629,0,6442
1630,0,6443
1631,0,6444
1632,0,6445
1634,0,6446
1636,0,6447
1638,0,6448
1640,0,6449
1642,0,6450
1646,0,6451
1650,0,6452
1655,0,6453
1660,0,6454
1665,0,6455
1668,0,6456
1670,0,6457
1670,0,6458
1667,0,6459
1663,0,6460
1657,0,6461
1651,0,6462
1644,0,6463
1639,0,6464
1634,0,6465
1630,0,6466
1625,0,6467
1619,0,6468
1612,0,6469
1603,0,6470
1593,0,6471
1584,0,6472
1575,0,6473
1568,0,6474
1564,0,6475
1562,0,6476
1561,0,6477
1563,0,6478
1565,0,6479
1568,0,6480
1571,0,6481
1574,0,6482
1577,0,6483
1579,0,6484
1581,0,6485
1583,0,6486
1586,0,6487
1587,0,6488
1587,0,6489
1587,0,6490
1587,0,6491
1585,0,6492
1584,0,6493
1582,0,6494
1580,0,6495
1580,0,6496
1580,0,6497
1581,0,6498
1583,0,6499
1585,0,6500
1585,0,6501
1582,0,6502
1575,0,6503
1564,0,6504
1549,0,6505
1533,0,6506
1520,0,6507
1514,0,6508
1523,0,6509
1553,0,6510
1610,0,6511
1695,0,6512
1806,0,6513
1936,0,6514
2073,0,6515
2204,0,6516
2313,0,6517
2387,0,6518
2415,0,6519
2393,1,6520
2321,0,6521
2205,0,6522
2054,0,6523
1877,0,6524
1688,0,6525
1496,0,6526
1313,0,6527
1149,0,6528
1013,0,6529
911,0,6530
847,0,6531
823,0,6532
835,0,6533
876,0,6534
938,0,6535
1010,0,6536
1084,0,6537
1152,0,6538
1209,0,6539
1255,0,6540
1292,0,6541
1325,0,6542
1356,0,6543
1391,0,6544
1431,0,6545
1477,0,6546
1526,0,6547
1575,0,6548
1620,0,6549
1657,0,6550
1685,0,6551
1701,0,6552
1707,0,6553
1704,0,6554
1696,0,6555
1686,0,6556
1677,0,6557
1670,0,6558
1667,0,6559
1667,0,6560
1670,0,6561
1674,0,6562
1679,0,6563
1684,0,6564
1686,0,6565
1688,0,6566
1688,0,6567
1688,0,6568
1688,0,6569
1688,0,6570
1689,0,6571
1691,0,6572
1693,0,6573
1695,0,6574
1696,0,6575
1697,0,6576
1698,0,6577
1698,0,6578
1698,0,6579
1699,0,6580
1701,0,6581
1704,0,6582
1707,0,6583
1710,0,6584
1714,0,6585
1716,0,6586
1718,0,6587
1719,0,6588
1719,0,6589
1718,0,6590
1717,0,6591
1715,0,6592
1713,0,6593
1712,0,6594
1711,0,6595
1712,0,6596
1713,0,6597
1714,0,6598
1715,0,6599
1715,0,6600
1714,0,6601
1711,0,6602
1709,0,6603
1707,0,6604
1706,0,6605
1706,0,6606
1708,0,6607
1712,0,6608
1716,0,6609
1722,0,6610
1727,0,6611
1731,0,6612
1735,0,6613
1737,0,6614
1739,0,6615
1739,0,6616
1739,0,6617
1740,0,6618
1741,0,6619
1743,0,6620
1746,0,6621
1751,0,6622
1756,0,6623
1762,0,6624
1766,0,6625
1769,0,6626
1771,0,6627
1771,0,6628
1769,0,6629
1767,0,6630
1766,0,6631
1765,0,6632
1765,0,6633
1767,0,6634
1770,0,6635
1772,0,6636
1775,0,6637
1777,0,6638
1778,0,6639
1778,0,6640
1777,0,6641
1775,0,6642
1774,0,6643
1773,0,6644
1773,0,6645
1773,0,6646
1773,0,6647
1774,0,6648
1773,0,6649
1771,0,6650
1768,0,6651
1763,0,6652
1757,0,6653
1751,0,6654
1745,0,6655
1738,0,6656
1732,0,6657
1725,0,6658
1718,0,6659
1711,0,6660
1702,0,6661
1693,0,6662
1683,0,6663
1672,0,6664
1660,0,6665
1649,0,6666
1637,0,6667
1626,0,6668
1616,0,6669
1608,0,6670
1600,0,6671
1594,0,6672
1588,0,6673
1583,0,6674
1576,0,6675
1569,0,6676
1561,0,6677
1553,0,6678
1545,0,6679
1538,0,6680
1532,0,6681
1527,0,6682
1523,0,6683
1521,0,6684
1520,0,6685
1519,0,6686
1520,0,6687
1520,0,6688
1521,0,6689
1521,0,6690
1520,0,6691
1517,0,6692
1514,0,6693
1509,0,6694
1505,0,6695
1502,0,6696
1501,0,6697
1502,0,6698
1504,0,6699
1507,0,6700
1511,0,6701
1515,0,6702
1517,0,6703
1518,0,6704
1519,0,6705
1518,0,6706
1518,0,6707
1518,0,6708
1519,0,6709
1520,0,6710
1522,0,6711
1523,0,6712
1524,0,6713
1525,0,6714
1526,0,6715
1526,0,6716
1527,0,6717
1528,0,6718
1530,0,6719
1533,0,6720
1536,0,6721
1539,0,6722
1543,0,6723
1545,0,6724
1546,0,6725
1547,0,6726
1547,0,6727
1547,0,6728
1547,0,6729
1548,0,6730
1549,0,6731
1551,0,6732
1553,0,6733
1555,0,6734
1556,0,6735
1557,0,6736
1557,0,6737
1556,0,6738
1554,0,6739
1551,0,6740
1548,0,6741
1545,0,6742
1542,0,6743
1542,0,6744
1543,0,6745
1546,0,6746
1551,0,6747
1557,0,6748
1563,0,6749
1569,0,6750
1572,0,6751
1574,0,6752
1574,0,6753
1573,0,6754
1571,0,6755
1569,0,6756
1568,0,6757
1566,0,6758
1565,0,6759
1565,0,6760
1564,0,6761
1564,0,6762
1564,0,6763
1564,0,6764
1565,0,6765
1566,0,6766
1568,0,6767
1569,0,6768
1571,0,6769
1573,0,6770
1574,0,6771
1575,0,6772
1575,0,6773
1574,0,6774
1572,0,6775
1570,0,6776
1567,0,6777
1565,0,6778
1563,0,6779
1562,0,6780
1562,0,6781
1562,0,6782
1563,0,6783
1564,0,6784
1565,0,6785
1567,0,6786
1568,0,6787
1569,0,6788
1570,0,6789
1571,0,6790
1572,0,6791
1573,0,6792
1574,0,6793
1574,0,6794
1575,0,6795
1575,0,6796
1576,0,6797
1578,0,6798
1579,0,6799
1581,0,6800
1582,0,6801
1583,0,6802
1583,0,6803
1584,0,6804
1584,0,6805
1584,0,6806
1583,0,6807
1583,0,6808
1583,0,6809
1583,0,6810
1583,0,6811
1584,0,6812
1586,0,6813
1588,0,6814
1591,0,6815
1593,0,6816
1594,0,6817
1594,0,6818
1593,0,6819
1591,0,6820
1589,0,6821
1588,0,6822
1587,0,6823
1587,0,6824
1588,0,6825
1589,0,6826
1591,0,6827
1593,0,6828
1594,0,6829
1596,0,6830
1597,0,6831
1596,0,6832
1595,0,6833
1592,0,6834
1589,0,6835
1585,0,6836
1582,0,6837
1580,0,6838
1579,0,6839
1581,0,6840
1584,0,6841
1588,0,6842
1592,0,6843
1596,0,6844
1599,0,6845
1601,0,6846
1602,0,6847
1603,0,6848
1602,0,6849
1602,0,6850
1602,0,6851
1602,0,6852
1602,0,6853
1602,0,6854
1602,0,6855
1602,0,6856
1602,0,6857
1602,0,6858
1603,0,6859
1605,0,6860
1608,0,6861
1612,0,6862
1617,0,6863
1621,0,6864
1625,0,6865
1627,0,6866
1627,0,6867
1626,0,6868
1625,0,6869
1622,0,6870
1621,0,6871
1620,0,6872
1621,0,6873
1622,0,6874
1624,0,6875
1628,0,6876
1631,0,6877
1636,0,6878
1641,0,6879
1647,0,6880
1654,0,6881
1662,0,6882
1668,0,6883
1674,0,6884
1678,0,6885
1679,0,6886
1678,0,6887
1675,0,6888
1671,0,6889
1666,0,6890
1661,0,6891
1656,0,6892
1653,0,6893
1650,0,6894
1647,0,6895
1644,0,6896
1639,0,6897
1632,0,6898
1622,0,6899
1611,0,6900
1598,0,6901
1586,0,6902
1575,0,6903
1568,0,6904
1563,0,6905
1563,0,6906
1564,0,6907
1568,0,6908
1571,0,6909
1574,0,6910
1576,0,6911
1576,0,6912
1575,0,6913
1573,0,6914
1571,0,6915
1569,0,6916
1568,0,6917
1568,0,6918
1570,0,6919
1572,0,6920
1574,0,6921
1575,0,6922
1576,0,6923
1576,0,6924
1575,0,6925
1574,0,6926
1573,0,6927
1573,0,6928
1574,0,6929
1575,0,6930
1575,0,6931
1573,0,6932
1566,0,6933
1554,0,6934
1538,0,6935
1518,0,6936
1499,0,6937
1485,0,6938
1482,0,6939
1496,0,6940
1535,0,6941
1602,0,6942
1699,0,6943
1822,0,6944
1964,0,6945
2114,0,6946
2256,0,6947
2375,0,6948
2458,0,6949
2492,0,6950
2474,1,6951
2403,0,6952
2284,0,6953
2125,0,6954
1937,0,6955
1732,0,6956
1524,0,6957
1324,0,6958
1144,0,6959
994,0,6960
883,0,6961
814,0,6962
789,0,6963
803,0,6964
847,0,6965
911,0,6966
984,0,6967
1055,0,6968
1117,0,6969
1168,0,6970
1208,0,6971
1240,0,6972
1271,0,6973
1304,0,6974
1344,0,6975
1391,0,6976
1445,0,6977
1502,0,6978
1559,0,6979
1611,0,6980
1654,0,6981
1686,0,6982
1706,0,6983
1714,0,6984
1713,0,6985
1706,0,6986
1697,0,6987
1686,0,6988
1678,0,6989
1673,0,6990
1670,0,6991
1671,0,6992
1673,0,6993
1676,0,6994
1680,0,6995
1684,0,6996
1688,0,6997
1692,0,6998
1695,0,6999
1697,0,7000
1699,0,7001
1699,0,7002
1699,0,7003
1699,0,7004
1698,0,7005
1698,0,7006
1698,0,7007
1698,0,7008
1699,0,7009
1700,0,7010
1701,0,7011
1701,0,7012
1702,0,7013
1702,0,7014
1703,0,7015
1703,0,7016
1703,0,7017
1702,0,7018
1701,0,7019
1699,0,7020
1698,0,7021
1697,0,7022
1696,0,7023
1697,0,7024
1698,0,7025
1700,0,7026
1703,0,7027
1707,0,7028
1711,0,7029
1714,0,7030
1717,0,7031
1718,0,7032
1719,0,7033
1720,0,7034
1720,0,7035
1720,0,7036
1720,0,7037
1721,0,7038
1723,0,7039
1725,0,7040
1728,0,7041
1731,0,7042
1734,0,7043
1738,0,7044
1741,0,7045
1744,0,7046
1747,0,7047
1749,0,7048
1751,0,7049
1753,0,7050
1754,0,7051
1756,0,7052
1757,0,7053
1759,0,7054
1761,0,7055
1763,0,7056
1764,0,7057
1766,0,7058
1767,0,7059
1768,0,7060
1770,0,7061
1772,0,7062
1775,0,7063
1779,0,7064
1782,0,7065
1785,0,7066
1788,0,7067
1789,0,7068
1789,0,7069
1788,0,7070
1787,0,7071
1785,0,7072
1783,0,7073
1781,0,7074
1779,0,7075
1777,0,7076
1775,0,7077
1774,0,7078
1772,0,7079
1770,0,7080
1768,0,7081
1765,0,7082
1762,0,7083
1757,0,7084
1752,0,7085
1747,0,7086
1740,0,7087
1734,0,7088
1726,0,7089
1719,0,7090
1710,0,7091
1702,0,7092
1692,0,7093
1683,0,7094
1674,0,7095
1665,0,7096
1656,0,7097
1646,0,7098
1635,0,7099
1624,0,7100
1613,0,7101
1601,0,7102
1591,0,7103
1583,0,7104
1576,0,7105
1570,0,7106
1566,0,7107
1561,0,7108
1555,0,7109
1548,0,7110
1539,0,7111
1529,0,7112
1518,0,7113
1509,0,7114
1501,0,7115
1496,0,7116
1495,0,7117
1496,0,7118
1499,0,7119
1503,0,7120
1508,0,7121
1511,0,7122
1513,0,7123
1512,0,7124
1509,0,7125
1505,0,7126
1501,0,7127
1497,0,7128
