FIR_BP_sample,Moving_Averaged_sample,Deriv_sample,peak,sample_number 
1639,14,112,0,22842
1636,19,130,0,22843
1634,24,146,0,22844
1632,30,158,0,22845
1630,34,165,0,22846
1629,37,169,0,22847
1629,38,170,0,22848
1629,38,170,0,22849
1631,39,171,0,22850
1634,40,175,0,22851
1639,46,185,0,22852
1646,57,203,0,22853
1655,77,228,0,22854
1665,105,263,0,22855
1676,142,305,0,22856
1686,186,352,0,22857
1695,234,404,0,22858
1701,283,457,0,22859
1704,328,508,0,22860
1705,368,554,0,22861
1703,398,594,0,22862
1699,417,625,0,22863
1694,427,647,0,22864
1688,430,660,0,22865
1681,430,665,0,22866
1674,432,666,0,22867
1655,468,663,0,22868
1643,512,665,0,22869
1630,576,674,0,22870
1615,663,689,0,22871
1601,767,713,0,22872
1587,886,743,0,22873
1576,1016,779,0,22874
1567,1148,818,0,22875
1561,1275,857,0,22876
1560,1392,893,0,22877
1561,1492,925,0,22878
1565,1572,952,0,22879
1570,1629,971,0,22880
1576,1666,985,0,22881
1581,1684,993,0,22882
1585,1691,997,0,22883
1588,1691,999,0,22884
1590,1692,1000,0,22885
1591,1701,1001,0,22886
1592,1724,1001,0,22887
1593,1763,1001,0,22888
1596,1822,1001,0,22889
1599,1900,997,0,22890
1603,1995,989,0,22891
1607,2104,975,0,22892
1609,2221,955,0,22893
1609,2340,928,0,22894
1607,2457,896,0,22895
1602,2567,858,0,22896
1596,2664,816,0,22897
1588,2746,773,0,22898
1581,2813,730,0,22899
1575,2863,691,0,22900
1570,2898,657,0,22901
1567,2919,630,0,22902
1564,2930,612,0,22903
1560,2934,601,0,22904
1552,2935,597,0,22905
1539,2935,596,0,22906
1519,2936,597,0,22907
1494,2942,595,0,22908
1466,2952,587,0,22909
1443,2966,570,0,22910
1432,2985,543,0,22911
1444,3008,505,0,22912
1487,3033,456,0,22913
1568,3058,399,0,22914
1690,3081,336,0,22915
1850,3102,271,0,22916
2039,3121,207,0,22917
2242,3136,149,0,22918
2440,3149,97,0,22919
2613,3160,55,0,22920
2741,3169,21,0,22921
2808,3177,-6,0,22922
2805,3182,-27,0,22923
2727,3184,-46,1,22924
2578,3180,-64,1,22925
2367,3170,-86,0,22926
2110,3151,-113,0,22927
1825,3122,-148,0,22928
1530,3086,-190,0,22929
1245,3042,-238,0,22930
989,2993,-292,0,22931
775,2945,-348,0,22932
614,2900,-405,0,22933
512,2860,-459,0,22934
469,2831,-508,0,22935
480,2811,-550,0,22936
535,2802,-583,0,22937
622,2799,-607,0,22938
726,2799,-622,0,22939
834,2796,-633,0,22940
937,2785,-639,0,22941
1027,2760,-644,0,22942
1103,2716,-652,0,22943
1166,2652,-664,0,22944
1221,2566,-683,0,22945
1273,2462,-708,0,22946
1329,2343,-739,0,22947
1390,2214,-775,0,22948
1458,2082,-814,0,22949
1531,1955,-853,0,22950
1603,1839,-888,0,22951
1671,1739,-920,0,22952
1727,1659,-946,0,22953
1770,1602,-965,0,22954
1796,1565,-978,0,22955
1806,1547,-986,0,22956
1803,1540,-990,0,22957
1790,1540,-992,0,22958
1772,1539,-993,0,22959
1753,1531,-994,0,22960
1737,1509,-994,0,22961
1725,1471,-994,0,22962
1717,1413,-993,0,22963
1715,1337,-990,0,22964
1715,1243,-982,0,22965
1718,1135,-968,0,22966
1721,1020,-948,0,22967
1724,902,-922,0,22968
1725,787,-890,0,22969
1725,679,-853,0,22970
1724,582,-812,0,22971
1723,501,-770,0,22972
1723,436,-730,0,22973
1724,386,-693,0,22974
1726,351,-661,0,22975
1728,330,-636,0,22976
1732,318,-619,0,22977
1735,314,-608,0,22978
1737,314,-604,0,22979
1738,314,-604,0,22980
1738,312,-605,0,22981
1736,306,-605,0,22982
1733,297,-602,0,22983
1730,282,-594,0,22984
1727,262,-578,0,22985
1725,239,-555,0,22986
1724,212,-524,0,22987
1723,185,-487,0,22988
1725,158,-444,0,22989
1728,132,-398,0,22990
1731,108,-350,0,22991
1736,87,-304,0,22992
1741,70,-261,0,22993
1746,56,-222,0,22994
1750,45,-189,0,22995
1752,38,-163,0,22996
1753,32,-143,0,22997
1752,29,-129,0,22998
1749,27,-120,0,22999
1745,26,-115,0,23000
1741,26,-114,0,23001
1736,26,-114,0,23002
1733,26,-114,0,23003
1731,27,-113,0,23004
1731,27,-110,0,23005
1733,27,-107,0,23006
1738,27,-101,0,23007
1743,27,-93,0,23008
1749,27,-84,0,23009
1755,28,-73,0,23010
1759,28,-62,0,23011
1761,29,-51,0,23012
1762,29,-41,0,23013
1762,30,-31,0,23014
1761,30,-23,0,23015
1761,30,-16,0,23016
1761,31,-11,0,23017
1763,31,-7,0,23018
1766,31,-4,0,23019
1771,31,-2,0,23020
1778,31,-2,0,23021
1785,31,-2,0,23022
1792,31,-2,0,23023
1799,31,-2,0,23024
1805,31,-3,0,23025
1809,31,-3,0,23026
1811,31,-4,0,23027
1812,31,-4,0,23028
1811,31,-4,0,23029
1809,31,-5,0,23030
1806,31,-5,0,23031
1803,30,-5,0,23032
1801,30,-5,0,23033
1800,29,-5,0,23034
1801,29,-5,0,23035
1802,28,-5,0,23036
1805,27,-6,0,23037
1807,26,-6,0,23038
1810,24,-6,0,23039
1812,23,-6,0,23040
1812,22,-6,0,23041
1812,20,-6,0,23042
1811,19,-6,0,23043
1810,18,-6,0,23044
1810,17,-6,0,23045
1810,17,-6,0,23046
1811,16,-6,0,23047
1813,16,-6,0,23048
1815,16,-6,0,23049
1816,16,-6,0,23050
1815,17,-6,0,23051
1813,17,-6,0,23052
1808,17,-6,0,23053
1801,17,-6,0,23054
1793,17,-6,0,23055
1784,17,-6,0,23056
1775,17,-6,0,23057
1767,17,-6,0,23058
1761,17,-5,0,23059
1756,17,-5,0,23060
1752,17,-4,0,23061
1747,17,-4,0,23062
1742,17,-4,0,23063
1736,17,-3,0,23064
1727,17,-3,0,23065
1717,17,-2,0,23066
1706,17,-2,0,23067
1693,17,-2,0,23068
1680,17,-2,0,23069
1666,17,-2,0,23070
1653,17,-2,0,23071
1639,16,-2,0,23072
1626,16,-2,0,23073
1613,16,-3,0,23074
1600,16,-3,0,23075
1588,16,-4,0,23076
1577,16,-4,0,23077
1567,16,-4,0,23078
1558,15,-4,0,23079
1549,15,-4,0,23080
1542,15,-4,0,23081
1535,14,-4,0,23082
1529,14,-4,0,23083
1523,13,-4,0,23084
1518,13,-4,0,23085
1512,13,-4,0,23086
1507,12,-4,0,23087
1503,12,-4,0,23088
1500,11,-4,0,23089
1497,11,-4,0,23090
1496,10,-4,0,23091
1495,10,-4,0,23092
1494,9,-4,0,23093
1494,9,-5,0,23094
1493,9,-4,0,23095
1493,8,-4,0,23096
1493,8,-4,0,23097
1493,8,-5,0,23098
1493,7,-5,0,23099
1495,7,-5,0,23100
1497,7,-5,0,23101
1499,7,-5,0,23102
1503,7,-5,0,23103
1507,7,-5,0,23104
1512,7,-5,0,23105
1516,7,-5,0,23106
1519,7,-5,0,23107
1521,7,-5,0,23108
1522,7,-5,0,23109
1521,7,-4,0,23110
1519,6,-5,0,23111
1516,6,-4,0,23112
1513,6,-4,0,23113
1510,6,-4,0,23114
1508,5,-4,0,23115
1507,5,-4,0,23116
1508,5,-4,0,23117
1510,4,-4,0,23118
1514,4,-3,0,23119
1518,4,-3,0,23120
1523,3,-3,0,23121
1527,3,-3,0,23122
1532,3,-3,0,23123
1536,2,-3,0,23124
1539,2,-3,0,23125
1542,2,-3,0,23126
1545,2,-3,0,23127
1547,1,-3,0,23128
1549,1,-3,0,23129
1550,1,-3,0,23130
1551,1,-3,0,23131
1552,1,-3,0,23132
1553,1,-3,0,23133
1553,1,-2,0,23134
1553,1,-2,0,23135
1553,1,-2,0,23136
1553,1,-2,0,23137
1553,1,-2,0,23138
1553,1,-2,0,23139
1553,1,-2,0,23140
1553,1,-2,0,23141
1552,1,-2,0,23142
1552,1,-2,0,23143
1552,1,-1,0,23144
1552,1,-1,0,23145
1552,1,-1,0,23146
1553,1,-1,0,23147
1553,1,-1,0,23148
1554,1,-1,0,23149
1555,1,-1,0,23150
1556,1,0,0,23151
1557,1,0,0,23152
1559,1,-1,0,23153
1559,1,-1,0,23154
1560,1,-1,0,23155
1560,1,-1,0,23156
1560,1,-1,0,23157
1561,1,-1,0,23158
1561,1,-1,0,23159
1562,1,-1,0,23160
1563,1,-1,0,23161
1564,1,-1,0,23162
1565,1,-1,0,23163
1565,1,-1,0,23164
1564,1,-1,0,23165
1563,1,-1,0,23166
1562,1,-1,0,23167
1561,1,-1,0,23168
1560,1,-1,0,23169
1560,0,-1,0,23170
1562,0,-1,0,23171
1564,0,-1,0,23172
1568,0,-1,0,23173
1572,0,-1,0,23174
1576,0,-1,0,23175
1580,0,-1,0,23176
1582,0,-1,0,23177
1583,0,-1,0,23178
1582,0,-1,0,23179
1580,0,-1,0,23180
1578,0,-1,0,23181
1575,0,-1,0,23182
1573,0,-1,0,23183
1572,0,-1,0,23184
1572,0,-1,0,23185
1573,0,-1,0,23186
1575,0,-1,0,23187
1577,0,-1,0,23188
1578,0,-1,0,23189
1580,0,-1,0,23190
1580,0,-1,0,23191
1580,0,-1,0,23192
1579,0,0,0,23193
1578,0,0,0,23194
1577,0,0,0,23195
1576,0,0,0,23196
1576,0,0,0,23197
1575,0,0,0,23198
1576,0,0,0,23199
1576,0,0,0,23200
1577,0,0,0,23201
1578,0,0,0,23202
1578,0,0,0,23203
1579,0,0,0,23204
1579,0,0,0,23205
1580,0,0,0,23206
1581,0,0,0,23207
1582,0,0,0,23208
1583,0,0,0,23209
1585,0,0,0,23210
1586,0,0,0,23211
1588,0,0,0,23212
1589,0,0,0,23213
1590,0,0,0,23214
1590,0,0,0,23215
1590,0,0,0,23216
1590,0,0,0,23217
1590,0,0,0,23218
1590,0,0,0,23219
1591,0,0,0,23220
1592,0,0,0,23221
1594,0,0,0,23222
1596,0,0,0,23223
1598,0,0,0,23224
1600,0,0,0,23225
1601,0,0,0,23226
1601,0,0,0,23227
1600,0,0,0,23228
1599,0,0,0,23229
1597,0,0,0,23230
1596,0,0,0,23231
1595,0,0,0,23232
1595,0,0,0,23233
1596,0,0,0,23234
1599,0,0,0,23235
1602,0,0,0,23236
1605,0,0,0,23237
1608,0,0,0,23238
1610,0,0,0,23239
1610,0,0,0,23240
1610,0,0,0,23241
1610,0,0,0,23242
1608,0,0,0,23243
1607,0,0,0,23244
1605,0,0,0,23245
1604,0,0,0,23246
1604,0,0,0,23247
1604,0,0,0,23248
1605,0,0,0,23249
1606,0,0,0,23250
1609,0,0,0,23251
1611,0,0,0,23252
1615,0,0,0,23253
1620,0,0,0,23254
1626,0,0,0,23255
1633,0,0,0,23256
1640,0,0,0,23257
1646,0,0,0,23258
1651,0,0,0,23259
1654,0,0,0,23260
1654,0,0,0,23261
1651,0,0,0,23262
1646,0,0,0,23263
1641,0,0,0,23264
1637,0,0,0,23265
1635,0,0,0,23266
1636,0,0,0,23267
1641,0,0,0,23268
1648,0,0,0,23269
1655,0,0,0,23270
1661,0,0,0,23271
1662,0,0,0,23272
1657,0,0,0,23273
1647,0,0,0,23274
1631,0,0,0,23275
1612,0,0,0,23276
1594,0,0,0,23277
1578,0,0,0,23278
1567,0,0,0,23279
1561,0,0,0,23280
1561,0,0,0,23281
1565,0,0,0,23282
1572,0,0,0,23283
1580,0,0,0,23284
1587,0,0,0,23285
1594,0,0,0,23286
1598,0,0,0,23287
1600,0,0,0,23288
1601,0,0,0,23289
1600,0,0,0,23290
1598,0,0,0,23291
1595,0,0,0,23292
1592,0,0,0,23293
1588,0,0,0,23294
1586,0,0,0,23295
1584,0,0,0,23296
1584,0,0,0,23297
1585,0,0,0,23298
1587,1,0,0,23299
1590,1,0,0,23300
1592,1,0,0,23301
1595,1,0,0,23302
1596,1,1,0,23303
1596,1,1,0,23304
1594,1,1,0,23305
1591,1,1,0,23306
1588,1,1,0,23307
1584,1,1,0,23308
1582,1,1,0,23309
1580,1,1,0,23310
1581,2,1,0,23311
1584,2,1,0,23312
1587,2,1,0,23313
1592,2,1,0,23314
1597,2,1,0,23315
1600,2,1,0,23316
1603,2,1,0,23317
1604,2,1,0,23318
1604,2,1,0,23319
1603,3,1,0,23320
1601,3,1,0,23321
1600,3,1,0,23322
1599,3,2,0,23323
1599,3,3,0,23324
1601,3,5,0,23325
1603,3,6,0,23326
1605,3,8,0,23327
1608,3,9,0,23328
1611,3,10,0,23329
1614,4,11,0,23330
1618,4,11,0,23331
1622,4,11,0,23332
1627,4,11,0,23333
1631,4,13,0,23334
1635,4,18,0,23335
1638,4,26,0,23336
1641,4,37,0,23337
1642,5,51,0,23338
1641,6,68,0,23339
1640,8,87,0,23340
1639,11,106,0,23341
1637,14,123,0,23342
1635,18,137,0,23343
1633,22,148,0,23344
1632,25,155,0,23345
1631,28,159,0,23346
1630,29,159,0,23347
1630,29,159,0,23348
1632,29,161,0,23349
1635,31,166,0,23350
1640,37,177,0,23351
1647,49,195,0,23352
1656,69,221,0,23353
1666,96,257,0,23354
1677,131,300,0,23355
1687,174,350,0,23356
1695,221,404,0,23357
1701,268,459,0,23358
1704,312,512,0,23359
1705,348,560,0,23360
1703,375,600,0,23361
1700,393,632,0,23362
1695,401,654,0,23363
1689,403,667,0,23364
1682,403,673,0,23365
1675,407,674,0,23366
1666,419,673,0,23367
1644,492,675,0,23368
1631,558,684,0,23369
1616,647,700,0,23370
1602,756,724,0,23371
1588,880,755,0,23372
1577,1015,792,0,23373
1568,1153,832,0,23374
1562,1285,872,0,23375
1560,1405,910,0,23376
1562,1507,943,0,23377
1566,1587,971,0,23378
1571,1644,992,0,23379
1576,1681,1007,0,23380
1581,1699,1017,0,23381
1585,1705,1023,0,23382
1588,1705,1027,0,23383
1590,1707,1029,0,23384
1591,1716,1030,0,23385
1592,1740,1031,0,23386
1594,1781,1031,0,23387
1596,1841,1030,0,23388
1600,1921,1026,0,23389
1603,2019,1017,0,23390
1606,2131,1003,0,23391
1608,2250,983,0,23392
1609,2372,956,0,23393
1606,2491,922,0,23394
1602,2603,883,0,23395
1596,2703,839,0,23396
1589,2787,795,0,23397
1581,2855,751,0,23398
1576,2907,712,0,23399
1571,2944,678,0,23400
1568,2966,652,0,23401
1565,2978,634,0,23402
1561,2983,623,0,23403
1553,2983,619,0,23404
1539,2983,619,0,23405
1519,2985,620,0,23406
1494,2991,617,0,23407
1467,3001,609,0,23408
1444,3017,592,0,23409
1434,3038,565,0,23410
1446,3062,527,0,23411
1489,3088,477,0,23412
1570,3115,419,0,23413
1691,3141,356,0,23414
1850,3165,291,0,23415
2038,3186,228,0,23416
2240,3204,169,0,23417
2437,3219,117,0,23418
2610,3231,74,0,23419
2739,3241,40,0,23420
2808,3249,13,0,23421
2806,3254,-9,0,23422
2729,3256,-29,1,23423
2580,3252,-49,1,23424
2369,3240,-72,0,23425
2112,3221,-100,0,23426
1825,3194,-136,0,23427
1528,3159,-179,0,23428
1243,3116,-230,0,23429
985,3069,-286,0,23430
771,3023,-345,0,23431
611,2979,-404,0,23432
510,2943,-460,0,23433
468,2916,-510,0,23434
480,2898,-553,0,23435
536,2890,-586,0,23436
623,2888,-612,0,23437
728,2888,-628,0,23438
837,2885,-639,0,23439
940,2872,-646,0,23440
1030,2844,-653,0,23441
1105,2799,-662,0,23442
1168,2733,-675,0,23443
1222,2645,-694,0,23444
1274,2536,-720,0,23445
1329,2412,-752,0,23446
1389,2277,-788,0,23447
1457,2140,-828,0,23448
1529,2008,-867,0,23449
1602,1889,-904,0,23450
1669,1787,-938,0,23451
1726,1707,-965,0,23452
1769,1650,-986,0,23453
1795,1613,-1001,0,23454
1806,1595,-1010,0,23455
1803,1589,-1016,0,23456
1790,1589,-1020,0,23457
1772,1588,-1022,0,23458
1753,1578,-1024,0,23459
1736,1555,-1025,0,23460
1724,1516,-1025,0,23461
1717,1456,-1024,0,23462
1714,1378,-1020,0,23463
1715,1282,-1010,0,23464
1718,1172,-997,0,23465
1721,1054,-977,0,23466
1724,934,-950,0,23467
1725,816,-916,0,23468
1725,705,-877,0,23469
1725,606,-835,0,23470
1724,522,-791,0,23471
1724,454,-750,0,23472
1724,403,-712,0,23473
1726,366,-680,0,23474
1728,344,-655,0,23475
1731,332,-638,0,23476
1734,327,-628,0,23477
1736,326,-624,0,23478
1737,326,-624,0,23479
1737,324,-625,0,23480
1736,319,-625,0,23481
1733,308,-622,0,23482
1731,292,-612,0,23483
1728,272,-597,0,23484
1725,247,-573,0,23485
1724,220,-542,0,23486
1724,191,-503,0,23487
1725,163,-459,0,23488
1728,135,-412,0,23489
1732,110,-364,0,23490
1737,89,-317,0,23491
1742,70,-272,0,23492
1747,56,-232,0,23493
1751,44,-199,0,23494
1753,37,-172,0,23495
1754,31,-151,0,23496
1753,28,-136,0,23497
1750,26,-127,0,23498
1746,25,-122,0,23499
1741,25,-120,0,23500
1736,25,-120,0,23501
1732,25,-120,0,23502
1730,25,-119,0,23503
1730,25,-117,0,23504
1732,25,-112,0,23505
1737,25,-106,0,23506
1742,25,-98,0,23507
1749,25,-88,0,23508
1755,25,-77,0,23509
1759,26,-65,0,23510
1762,26,-54,0,23511
1763,26,-43,0,23512
1763,27,-33,0,23513
1762,27,-24,0,23514
1761,28,-17,0,23515
1761,28,-12,0,23516
1762,28,-7,0,23517
1766,28,-5,0,23518
1771,28,-3,0,23519
1777,28,-2,0,23520
1784,28,-2,0,23521
1792,28,-2,0,23522
1798,28,-3,0,23523
1804,29,-3,0,23524
1808,29,-4,0,23525
1811,29,-4,0,23526
1811,29,-4,0,23527
1810,29,-4,0,23528
1808,29,-5,0,23529
1806,29,-5,0,23530
1803,29,-5,0,23531
1801,28,-5,0,23532
1800,28,-5,0,23533
1800,27,-5,0,23534
1802,26,-5,0,23535
1804,25,-5,0,23536
1807,24,-5,0,23537
1810,22,-6,0,23538
1811,21,-6,0,23539
1812,19,-6,0,23540
1812,18,-6,0,23541
1812,17,-6,0,23542
1811,16,-6,0,23543
1810,15,-6,0,23544
1810,15,-6,0,23545
1811,14,-6,0,23546
1813,14,-6,0,23547
1815,14,-6,0,23548
1816,14,-6,0,23549
1815,14,-6,0,23550
1813,15,-6,0,23551
1808,15,-6,0,23552
1801,15,-6,0,23553
1793,15,-6,0,23554
1784,15,-6,0,23555
1775,15,-6,0,23556
1768,15,-5,0,23557
1762,15,-5,0,23558
1757,15,-4,0,23559
1752,15,-4,0,23560
1748,15,-4,0,23561
1743,15,-3,0,23562
1736,15,-2,0,23563
1728,15,-2,0,23564
1718,15,-2,0,23565
1706,15,-2,0,23566
1693,15,-2,0,23567
1680,15,-2,0,23568
1666,15,-1,0,23569
1652,15,-2,0,23570
1639,15,-2,0,23571
1625,15,-2,0,23572
1612,15,-2,0,23573
1600,15,-3,0,23574
1588,15,-3,0,23575
1577,15,-3,0,23576
1566,14,-3,0,23577
1557,14,-4,0,23578
1549,14,-4,0,23579
1541,14,-4,0,23580
1535,13,-4,0,23581
1529,13,-4,0,23582
1523,13,-4,0,23583
1517,12,-4,0,23584
1512,12,-4,0,23585
1508,12,-4,0,23586
1503,11,-4,0,23587
1500,11,-4,0,23588
1498,10,-4,0,23589
1496,10,-4,0,23590
1495,9,-5,0,23591
1494,9,-5,0,23592
1494,8,-5,0,23593
1494,8,-5,0,23594
1494,7,-5,0,23595
1494,7,-5,0,23596
1494,6,-5,0,23597
1494,6,-5,0,23598
1496,5,-5,0,23599
1498,5,-5,0,23600
1501,5,-5,0,23601
1504,5,-5,0,23602
1508,5,-5,0,23603
1513,5,-5,0,23604
1517,5,-5,0,23605
1520,5,-5,0,23606
1521,5,-5,0,23607
1522,4,-5,0,23608
1520,4,-5,0,23609
1518,4,-4,0,23610
1515,4,-4,0,23611
1512,4,-4,0,23612
1510,4,-4,0,23613
1508,3,-4,0,23614
1508,3,-4,0,23615
1509,3,-4,0,23616
1511,3,-4,0,23617
1515,3,-3,0,23618
1519,2,-3,0,23619
1523,2,-3,0,23620
1528,2,-3,0,23621
1532,2,-2,0,23622
1536,2,-2,0,23623
1540,1,-2,0,23624
1543,1,-2,0,23625
1545,1,-2,0,23626
1548,1,-2,0,23627
1549,1,-2,0,23628
1551,0,-2,0,23629
1552,0,-2,0,23630
1552,0,-2,0,23631
1553,0,-2,0,23632
1553,0,-2,0,23633
1553,0,-2,0,23634
1553,0,-2,0,23635
1552,0,-2,0,23636
1552,0,-2,0,23637
1552,0,-2,0,23638
1552,0,-2,0,23639
1552,0,-2,0,23640
1552,0,-2,0,23641
1552,0,-1,0,23642
1552,0,-1,0,23643
1552,0,-1,0,23644
1552,0,-1,0,23645
1553,0,-1,0,23646
1553,0,-1,0,23647
1554,0,-1,0,23648
1555,0,-1,0,23649
1556,0,-1,0,23650
1557,0,-1,0,23651
1558,0,0,0,23652
1559,0,0,0,23653
1559,0,0,0,23654
1560,0,0,0,23655
1560,0,0,0,23656
1561,0,0,0,23657
1561,0,0,0,23658
1562,0,0,0,23659
1564,0,0,0,23660
1565,0,0,0,23661
1565,0,0,0,23662
1565,0,0,0,23663
1565,0,0,0,23664
1564,0,0,0,23665
1562,0,0,0,23666
1561,0,0,0,23667
1560,0,0,0,23668
1560,0,0,0,23669
1562,0,0,0,23670
1565,0,0,0,23671
1568,0,0,0,23672
1572,0,0,0,23673
1576,0,0,0,23674
1580,0,0,0,23675
1582,0,0,0,23676
1582,0,0,0,23677
1582,0,0,0,23678
1580,0,0,0,23679
1577,0,0,0,23680
1575,0,0,0,23681
1573,0,0,0,23682
1572,0,0,0,23683
1572,0,0,0,23684
1573,0,0,0,23685
1574,0,0,0,23686
1576,0,0,0,23687
1578,0,0,0,23688
1579,0,0,0,23689
1580,0,0,0,23690
1580,0,0,0,23691
1579,0,0,0,23692
1578,0,0,0,23693
1577,0,0,0,23694
1576,0,0,0,23695
1575,0,0,0,23696
1575,0,0,0,23697
1575,0,0,0,23698
1576,0,0,0,23699
1576,0,0,0,23700
1577,0,0,0,23701
1577,0,0,0,23702
1578,0,0,0,23703
1578,0,0,0,23704
1579,0,0,0,23705
1580,0,0,0,23706
1581,0,0,0,23707
1582,0,0,0,23708
1584,0,0,0,23709
1585,0,0,0,23710
1587,0,0,0,23711
1588,0,0,0,23712
1589,0,0,0,23713
1590,0,0,0,23714
1590,0,0,0,23715
1590,0,0,0,23716
1589,0,0,0,23717
1590,0,0,0,23718
1590,0,0,0,23719
1592,0,0,0,23720
1593,0,0,0,23721
1595,0,0,0,23722
1597,0,0,0,23723
1599,0,0,0,23724
1599,0,0,0,23725
1599,0,0,0,23726
1599,0,0,0,23727
1597,0,0,0,23728
1596,0,0,0,23729
1595,0,0,0,23730
1595,1,0,0,23731
1596,1,0,0,23732
1598,1,0,0,23733
1601,1,0,0,23734
1604,1,0,0,23735
1607,1,0,0,23736
1609,1,0,0,23737
1611,1,0,0,23738
1611,1,0,0,23739
1611,1,0,0,23740
1610,2,0,0,23741
1608,2,0,0,23742
1607,2,0,0,23743
1605,2,0,0,23744
1604,2,0,0,23745
1604,2,0,0,23746
1604,2,0,0,23747
1605,2,0,0,23748
1607,2,0,0,23749
1609,2,0,0,23750
1612,2,0,0,23751
1616,2,0,0,23752
1621,2,0,0,23753
1627,2,0,0,23754
1634,2,0,0,23755
1641,2,0,0,23756
1647,2,0,0,23757
1652,2,0,0,23758
1654,2,0,0,23759
1654,2,0,0,23760
1651,2,0,0,23761
1647,2,0,0,23762
1641,2,1,0,23763
1637,2,0,0,23764
1635,2,0,0,23765
1636,2,0,0,23766
1641,2,0,0,23767
1648,2,1,0,23768
1656,2,1,0,23769
1661,2,1,0,23770
1662,2,1,0,23771
1658,2,1,0,23772
1647,2,1,0,23773
1631,2,1,0,23774
1612,3,1,0,23775
1593,3,1,0,23776
1577,3,1,0,23777
1566,3,1,0,23778
1560,3,1,0,23779
1560,4,1,0,23780
1564,4,1,0,23781
1571,4,1,0,23782
1580,4,1,0,23783
1587,4,1,0,23784
1593,5,1,0,23785
1598,5,1,0,23786
1600,5,1,0,23787
1601,5,1,0,23788
1600,5,1,0,23789
1598,5,1,0,23790
1595,5,1,0,23791
1592,5,1,0,23792
1589,5,1,0,23793
1586,5,1,0,23794
1584,5,1,0,23795
1584,5,1,0,23796
1584,5,1,0,23797
1587,5,0,0,23798
1589,5,0,0,23799
1592,5,1,0,23800
1595,5,1,0,23801
1596,5,0,0,23802
1596,5,0,0,23803
1594,5,0,0,23804
1591,5,0,0,23805
1587,5,0,0,23806
1584,5,0,0,23807
1581,5,0,0,23808
1580,5,0,0,23809
1581,5,0,0,23810
1583,5,0,0,23811
1587,5,1,0,23812
1592,5,1,0,23813
1596,5,1,0,23814
1600,5,1,0,23815
1603,5,1,0,23816
1604,6,1,0,23817
1603,6,1,0,23818
1602,5,1,0,23819
1601,5,1,0,23820
1600,5,2,0,23821
1599,5,2,0,23822
1600,5,3,0,23823
1601,5,4,0,23824
1603,6,5,0,23825
1605,6,7,0,23826
1607,6,7,0,23827
1610,7,8,0,23828
1613,8,9,0,23829
1617,8,9,0,23830
1622,9,9,0,23831
1626,10,9,0,23832
1631,10,12,0,23833
1635,10,16,0,23834
1639,10,23,0,23835
1641,10,34,0,23836
1642,10,47,0,23837
1642,11,64,0,23838
1640,12,82,0,23839
1638,14,99,0,23840
1636,17,116,0,23841
1633,20,131,0,23842
1632,23,141,0,23843
1631,25,147,0,23844
1630,27,151,0,23845
1630,28,151,0,23846
1630,28,151,0,23847
1632,28,152,0,23848
1635,30,157,0,23849
1640,36,168,0,23850
1646,47,185,0,23851
1655,65,210,0,23852
1665,91,244,0,23853
1675,125,285,0,23854
1685,166,333,0,23855
1693,211,385,0,23856
1699,256,437,0,23857
1703,298,489,0,23858
1703,333,535,0,23859
1702,359,575,0,23860
1698,375,607,0,23861
1693,383,629,0,23862
1688,385,643,0,23863
1681,385,649,0,23864
1674,388,651,0,23865
1665,401,650,0,23866
1643,471,652,0,23867
1630,535,660,0,23868
1615,619,674,0,23869
1601,724,696,0,23870
1587,843,725,0,23871
