FIR_BP_sample,Moving_Averaged_sample,Deriv_sample,peak,sample_number 
1589,15,-4,0,41040
1577,15,-4,0,41041
1567,15,-4,0,41042
1558,14,-4,0,41043
1550,14,-4,0,41044
1542,14,-4,0,41045
1536,13,-4,0,41046
1530,13,-4,0,41047
1524,12,-4,0,41048
1518,12,-4,0,41049
1513,11,-4,0,41050
1508,11,-4,0,41051
1504,11,-4,0,41052
1500,10,-4,0,41053
1498,10,-4,0,41054
1496,9,-4,0,41055
1494,9,-4,0,41056
1494,9,-4,0,41057
1493,8,-4,0,41058
1493,8,-4,0,41059
1493,8,-4,0,41060
1493,7,-4,0,41061
1493,7,-4,0,41062
1493,7,-4,0,41063
1495,7,-4,0,41064
1497,7,-4,0,41065
1500,7,-4,0,41066
1503,7,-4,0,41067
1508,7,-4,0,41068
1512,7,-4,0,41069
1516,7,-4,0,41070
1520,7,-4,0,41071
1521,7,-4,0,41072
1522,7,-4,0,41073
1521,7,-4,0,41074
1519,7,-4,0,41075
1516,6,-4,0,41076
1513,6,-4,0,41077
1510,6,-3,0,41078
1508,5,-3,0,41079
1508,5,-3,0,41080
1509,5,-3,0,41081
1511,5,-3,0,41082
1515,4,-3,0,41083
1519,4,-2,0,41084
1524,4,-2,0,41085
1528,3,-2,0,41086
1532,3,-2,0,41087
1536,3,-2,0,41088
1540,3,-2,0,41089
1543,3,-2,0,41090
1545,3,-2,0,41091
1548,3,-2,0,41092
1550,2,-2,0,41093
1551,2,-2,0,41094
1553,2,-2,0,41095
1554,2,-2,0,41096
1554,2,-2,0,41097
1554,2,-2,0,41098
1554,2,-2,0,41099
1554,2,-2,0,41100
1554,2,-2,0,41101
1554,2,-1,0,41102
1553,2,-1,0,41103
1553,2,-1,0,41104
1553,2,-1,0,41105
1553,2,-1,0,41106
1553,2,-1,0,41107
1553,2,-1,0,41108
1553,2,0,0,41109
1553,2,0,0,41110
1554,2,0,0,41111
1554,2,0,0,41112
1555,2,0,0,41113
1556,2,0,0,41114
1557,2,-1,0,41115
1558,3,0,0,41116
1559,3,0,0,41117
1559,3,0,0,41118
1560,3,0,0,41119
1560,3,0,0,41120
1560,3,0,0,41121
1560,3,0,0,41122
1561,3,0,0,41123
1562,3,0,0,41124
1563,3,0,0,41125
1564,3,0,0,41126
1565,3,0,0,41127
1565,3,0,0,41128
1564,3,0,0,41129
1563,3,-1,0,41130
1561,3,-1,0,41131
1560,2,-1,0,41132
1559,2,-1,0,41133
1559,2,-1,0,41134
1561,2,0,0,41135
1564,2,0,0,41136
1567,2,0,0,41137
1572,2,0,0,41138
1576,2,-1,0,41139
1579,2,-1,0,41140
1581,2,-1,0,41141
1581,2,-1,0,41142
1581,2,-1,0,41143
1579,2,-1,0,41144
1576,2,-1,0,41145
1574,2,-1,0,41146
1572,1,-1,0,41147
1571,1,-1,0,41148
1571,1,-1,0,41149
1572,1,-1,0,41150
1574,1,-1,0,41151
1576,2,-1,0,41152
1578,2,-1,0,41153
1579,2,-1,0,41154
1579,2,0,0,41155
1579,2,0,0,41156
1578,2,0,0,41157
1577,2,0,0,41158
1576,2,0,0,41159
1576,2,0,0,41160
1576,2,0,0,41161
1576,2,0,0,41162
1576,2,0,0,41163
1576,2,0,0,41164
1577,2,0,0,41165
1578,2,1,0,41166
1578,2,1,0,41167
1578,2,1,0,41168
1578,2,1,0,41169
1579,2,1,0,41170
1580,2,1,0,41171
1581,2,2,0,41172
1582,2,2,0,41173
1583,2,2,0,41174
1585,2,1,0,41175
1586,3,1,0,41176
1587,3,1,0,41177
1588,3,1,0,41178
1588,4,1,0,41179
1589,4,1,0,41180
1589,4,1,0,41181
1589,4,1,0,41182
1589,5,1,0,41183
1590,5,1,0,41184
1591,5,1,0,41185
1593,6,1,0,41186
1595,6,1,0,41187
1597,6,1,0,41188
1599,7,1,0,41189
1600,7,1,0,41190
1600,7,1,0,41191
1599,7,1,0,41192
1597,7,1,0,41193
1596,7,1,0,41194
1595,7,1,0,41195
1594,7,1,0,41196
1595,7,1,0,41197
1596,7,1,0,41198
1599,7,1,0,41199
1602,7,1,0,41200
1605,7,1,0,41201
1607,7,0,0,41202
1609,7,0,0,41203
1610,7,0,0,41204
1610,7,0,0,41205
1609,7,0,0,41206
1607,7,0,0,41207
1606,7,0,0,41208
1604,7,0,0,41209
1603,7,0,0,41210
1603,7,0,0,41211
1603,7,-1,0,41212
1604,7,0,0,41213
1605,7,0,0,41214
1608,7,0,0,41215
1611,7,0,0,41216
1615,7,0,0,41217
1620,6,0,0,41218
1626,6,0,0,41219
1633,6,0,0,41220
1640,6,0,0,41221
1646,6,0,0,41222
1650,6,0,0,41223
1653,6,0,0,41224
1652,6,0,0,41225
1649,6,0,0,41226
1645,6,0,0,41227
1640,6,0,0,41228
1636,6,0,0,41229
1634,7,-1,0,41230
1635,7,-1,0,41231
1640,7,-1,0,41232
1647,7,-1,0,41233
1655,7,-1,0,41234
1660,7,-1,0,41235
1661,7,-1,0,41236
1657,7,-1,0,41237
1646,7,-2,0,41238
1630,7,-2,0,41239
1612,7,-2,0,41240
1593,7,-2,0,41241
1577,7,-2,0,41242
1566,7,-2,0,41243
1560,7,-2,0,41244
1560,7,-2,0,41245
1564,7,-2,0,41246
1571,6,-2,0,41247
1579,6,-2,0,41248
1587,6,-2,0,41249
1593,6,-2,0,41250
1597,6,-2,0,41251
1600,5,-2,0,41252
1600,5,-3,0,41253
1600,5,-3,0,41254
1598,4,-3,0,41255
1595,4,-3,0,41256
1592,4,-3,0,41257
1588,3,-3,0,41258
1586,3,-2,0,41259
1584,3,-2,0,41260
1584,2,-2,0,41261
1584,2,-2,0,41262
1586,2,-2,0,41263
1589,1,-2,0,41264
1592,1,-2,0,41265
1595,1,-2,0,41266
1596,1,-2,0,41267
1596,1,-2,0,41268
1594,1,-2,0,41269
1591,1,-2,0,41270
1588,1,-2,0,41271
1584,1,-2,0,41272
1581,1,-2,0,41273
1580,1,-2,0,41274
1581,1,-1,0,41275
1583,2,-1,0,41276
1587,2,-1,0,41277
1591,2,0,0,41278
1596,2,0,0,41279
1600,2,0,0,41280
1603,3,0,0,41281
1604,3,0,0,41282
1604,3,0,0,41283
1603,3,1,0,41284
1601,3,1,0,41285
1600,3,1,0,41286
1599,3,3,0,41287
1600,3,4,0,41288
1601,3,6,0,41289
1602,3,8,0,41290
1604,3,10,0,41291
1607,4,11,0,41292
1610,4,12,0,41293
1614,4,13,0,41294
1618,5,13,0,41295
1622,5,13,0,41296
1627,5,14,0,41297
1632,5,16,0,41298
1637,5,20,0,41299
1640,5,28,0,41300
1643,5,39,0,41301
1644,6,54,0,41302
1643,7,71,0,41303
1642,10,91,0,41304
1639,13,110,0,41305
1637,17,128,0,41306
1635,22,144,0,41307
1633,27,156,0,41308
1632,31,163,0,41309
1630,33,167,0,41310
1630,35,169,0,41311
1630,35,169,0,41312
1631,35,170,0,41313
1634,37,174,0,41314
1639,42,183,0,41315
1646,53,200,0,41316
1655,73,225,0,41317
1665,101,258,0,41318
1675,138,300,0,41319
1685,182,348,0,41320
1694,231,400,0,41321
1700,279,453,0,41322
1703,325,503,0,41323
1704,364,550,0,41324
1702,394,590,0,41325
1699,413,621,0,41326
1694,423,644,0,41327
1688,426,658,0,41328
1681,426,664,0,41329
1673,429,665,0,41330
1655,463,662,0,41331
1643,505,664,0,41332
1629,568,671,0,41333
1615,652,687,0,41334
1600,757,709,0,41335
1587,876,739,0,41336
1575,1006,774,0,41337
1567,1138,812,0,41338
1561,1265,851,0,41339
1560,1382,887,0,41340
1561,1482,919,0,41341
1565,1562,945,0,41342
1571,1621,965,0,41343
1577,1659,979,0,41344
1582,1679,987,0,41345
1586,1686,991,0,41346
1589,1686,993,0,41347
1591,1687,994,0,41348
1592,1695,995,0,41349
1593,1715,995,0,41350
1594,1753,995,0,41351
1597,1810,994,0,41352
1599,1885,990,0,41353
1603,1978,983,0,41354
1606,2085,970,0,41355
1608,2202,951,0,41356
1608,2321,925,0,41357
1606,2438,892,0,41358
1602,2547,855,0,41359
1596,2645,813,0,41360
1589,2727,769,0,41361
1582,2793,727,0,41362
1576,2843,688,0,41363
1571,2878,654,0,41364
1568,2900,628,0,41365
1565,2911,609,0,41366
1561,2915,597,0,41367
1553,2915,592,0,41368
1539,2915,591,0,41369
1519,2916,592,0,41370
1494,2922,590,0,41371
1467,2932,582,0,41372
1443,2946,567,0,41373
1432,2966,540,0,41374
1443,2989,503,0,41375
1485,3014,455,0,41376
1565,3039,399,0,41377
1686,3063,336,0,41378
1845,3084,271,0,41379
2033,3103,208,0,41380
2236,3119,150,0,41381
2434,3133,98,0,41382
2608,3144,55,0,41383
2738,3153,21,0,41384
2807,3161,-5,0,41385
2805,3165,-26,0,41386
2728,3167,-44,1,41387
2580,3163,-62,1,41388
2370,3152,-84,0,41389
2112,3133,-110,0,41390
1826,3104,-144,0,41391
1530,3068,-185,0,41392
1245,3024,-233,0,41393
988,2976,-287,0,41394
774,2927,-344,0,41395
613,2882,-400,0,41396
511,2843,-455,0,41397
468,2814,-504,0,41398
479,2794,-546,0,41399
534,2784,-580,0,41400
621,2781,-604,0,41401
725,2781,-620,0,41402
833,2779,-631,0,41403
936,2769,-637,0,41404
1026,2745,-643,0,41405
1102,2703,-650,0,41406
1165,2641,-662,0,41407
1220,2557,-680,0,41408
1272,2453,-704,0,41409
1327,2335,-734,0,41410
1388,2205,-769,0,41411
1456,2074,-807,0,41412
1528,1947,-846,0,41413
1600,1830,-881,0,41414
1668,1730,-913,0,41415
1725,1650,-938,0,41416
1767,1591,-958,0,41417
1794,1553,-971,0,41418
1805,1534,-979,0,41419
1802,1527,-984,0,41420
1790,1527,-986,0,41421
1772,1526,-987,0,41422
1753,1519,-987,0,41423
1737,1499,-988,0,41424
1725,1462,-988,0,41425
1717,1407,-987,0,41426
1715,1332,-984,0,41427
1715,1241,-976,0,41428
1718,1135,-964,0,41429
1721,1020,-944,0,41430
1724,902,-919,0,41431
1725,787,-886,0,41432
1725,679,-850,0,41433
1725,582,-809,0,41434
1724,500,-767,0,41435
1724,435,-727,0,41436
1724,385,-690,0,41437
1726,350,-658,0,41438
1728,328,-633,0,41439
1731,317,-614,0,41440
1734,313,-604,0,41441
1736,312,-599,0,41442
1737,312,-598,0,41443
1737,310,-600,0,41444
1735,305,-600,0,41445
1733,295,-597,0,41446
1730,281,-589,0,41447
1727,261,-574,0,41448
1724,238,-552,0,41449
1723,212,-522,0,41450
1722,184,-486,0,41451
1723,157,-443,0,41452
1726,131,-397,0,41453
1730,107,-350,0,41454
1735,87,-304,0,41455
1740,69,-261,0,41456
1745,56,-222,0,41457
1749,45,-189,0,41458
1752,37,-162,0,41459
1753,32,-142,0,41460
1752,29,-128,0,41461
1750,28,-119,0,41462
1746,27,-115,0,41463
1741,27,-113,0,41464
1736,27,-113,0,41465
1733,28,-113,0,41466
1731,28,-112,0,41467
1731,28,-110,0,41468
1733,28,-106,0,41469
1737,28,-101,0,41470
1743,28,-93,0,41471
1749,28,-83,0,41472
1754,28,-73,0,41473
1759,29,-62,0,41474
1762,29,-51,0,41475
1763,30,-40,0,41476
1763,30,-31,0,41477
1762,30,-23,0,41478
1761,31,-16,0,41479
1761,31,-11,0,41480
1762,31,-7,0,41481
1766,31,-4,0,41482
1771,30,-2,0,41483
1777,30,-2,0,41484
1785,30,-2,0,41485
1792,30,-2,0,41486
1799,30,-2,0,41487
1805,30,-3,0,41488
1809,31,-4,0,41489
1811,31,-4,0,41490
1812,31,-4,0,41491
1811,31,-4,0,41492
1809,31,-4,0,41493
1806,31,-4,0,41494
1804,30,-4,0,41495
1802,30,-4,0,41496
1801,29,-5,0,41497
1801,29,-5,0,41498
1802,28,-5,0,41499
1804,27,-6,0,41500
1807,26,-6,0,41501
1809,24,-6,0,41502
1811,23,-6,0,41503
1812,22,-6,0,41504
1812,20,-6,0,41505
1811,19,-6,0,41506
1810,19,-6,0,41507
1810,18,-6,0,41508
1810,18,-6,0,41509
1811,18,-6,0,41510
1813,18,-6,0,41511
1815,18,-6,0,41512
1816,18,-6,0,41513
1816,18,-6,0,41514
1813,18,-6,0,41515
1808,18,-6,0,41516
1801,17,-6,0,41517
1793,17,-6,0,41518
1784,17,-6,0,41519
1775,17,-6,0,41520
1767,17,-6,0,41521
1761,17,-5,0,41522
1756,17,-5,0,41523
1752,17,-5,0,41524
1747,17,-4,0,41525
1742,16,-4,0,41526
1736,16,-4,0,41527
1728,16,-3,0,41528
1718,16,-3,0,41529
1706,16,-3,0,41530
1694,16,-2,0,41531
1681,16,-3,0,41532
1667,16,-3,0,41533
1653,16,-3,0,41534
1640,16,-3,0,41535
1626,16,-4,0,41536
1613,16,-4,0,41537
1601,16,-4,0,41538
1589,16,-4,0,41539
1577,15,-4,0,41540
1567,15,-4,0,41541
1558,15,-4,0,41542
1550,14,-4,0,41543
1542,14,-5,0,41544
1536,14,-5,0,41545
1530,13,-5,0,41546
1524,13,-5,0,41547
1519,13,-5,0,41548
1514,12,-5,0,41549
1509,12,-5,0,41550
1505,11,-5,0,41551
1501,11,-5,0,41552
1498,10,-5,0,41553
1496,10,-5,0,41554
1495,9,-5,0,41555
1494,9,-5,0,41556
1494,8,-5,0,41557
1494,8,-5,0,41558
1494,7,-6,0,41559
1494,7,-6,0,41560
1494,6,-6,0,41561
1495,6,-6,0,41562
1496,6,-6,0,41563
1498,5,-6,0,41564
1501,5,-6,0,41565
1505,5,-6,0,41566
1509,5,-6,0,41567
1513,5,-6,0,41568
1517,5,-6,0,41569
1520,5,-6,0,41570
1522,5,-6,0,41571
1523,5,-5,0,41572
1521,4,-5,0,41573
1519,4,-5,0,41574
1516,4,-5,0,41575
1513,3,-4,0,41576
1510,3,-4,0,41577
1508,3,-4,0,41578
1508,2,-4,0,41579
1509,2,-4,0,41580
1512,2,-4,0,41581
1515,1,-3,0,41582
1520,1,-3,0,41583
1524,1,-3,0,41584
1529,0,-3,0,41585
1533,0,-3,0,41586
1536,0,-2,0,41587
1540,0,-2,0,41588
1543,0,-2,0,41589
1545,0,-2,0,41590
1548,0,-2,0,41591
1549,0,-2,0,41592
1551,0,-2,0,41593
1552,0,-2,0,41594
1553,0,-2,0,41595
1554,0,-2,0,41596
1554,0,-2,0,41597
1554,0,-2,0,41598
1554,0,-2,0,41599
1554,0,-2,0,41600
1553,0,-2,0,41601
1553,0,-1,0,41602
1553,0,-1,0,41603
1553,0,-1,0,41604
1553,0,-1,0,41605
1553,0,-1,0,41606
1553,0,-1,0,41607
1553,0,0,0,41608
1553,0,0,0,41609
1553,0,0,0,41610
1554,0,0,0,41611
1555,0,0,0,41612
1556,0,0,0,41613
1557,0,0,0,41614
1558,0,0,0,41615
1559,0,0,0,41616
1559,0,0,0,41617
1560,0,0,0,41618
1560,0,0,0,41619
1560,0,0,0,41620
1560,0,0,0,41621
1561,0,0,0,41622
1562,0,0,0,41623
1563,0,0,0,41624
1564,0,0,0,41625
1565,0,0,0,41626
1565,0,0,0,41627
1564,0,0,0,41628
1563,0,0,0,41629
1562,0,0,0,41630
1561,0,0,0,41631
1560,0,0,0,41632
1560,0,0,0,41633
1561,0,0,0,41634
1564,0,0,0,41635
1568,0,0,0,41636
1572,0,0,0,41637
1576,0,0,0,41638
1580,0,0,0,41639
1582,0,0,0,41640
1583,0,0,0,41641
1582,0,0,0,41642
1580,0,0,0,41643
1578,0,0,0,41644
1576,0,0,0,41645
1574,0,0,0,41646
1573,0,0,0,41647
1573,0,0,0,41648
1574,0,0,0,41649
1576,0,0,0,41650
1578,0,0,0,41651
1580,0,1,0,41652
1581,0,1,0,41653
1581,0,1,0,41654
1580,0,1,0,41655
1580,0,1,0,41656
1578,1,1,0,41657
1577,1,1,0,41658
1577,1,1,0,41659
1576,1,1,0,41660
1576,1,1,0,41661
1577,1,1,0,41662
1577,1,1,0,41663
1578,2,1,0,41664
1578,2,1,0,41665
1579,2,1,0,41666
1579,2,1,0,41667
1579,2,1,0,41668
1580,3,1,0,41669
1580,3,1,0,41670
1581,3,1,0,41671
1582,3,1,0,41672
1583,3,1,0,41673
1585,3,1,0,41674
1586,3,1,0,41675
1588,3,1,0,41676
1589,3,1,0,41677
1590,3,1,0,41678
1590,3,1,0,41679
1590,3,0,0,41680
1590,3,0,0,41681
1591,3,0,0,41682
1591,3,0,0,41683
1592,3,0,0,41684
1594,3,0,0,41685
1596,3,0,0,41686
1597,3,0,0,41687
1599,3,0,0,41688
1600,3,0,0,41689
1599,3,0,0,41690
1599,3,0,0,41691
1597,3,-1,0,41692
1596,3,-1,0,41693
1594,3,-1,0,41694
1594,3,-1,0,41695
1595,3,-1,0,41696
1596,3,-1,0,41697
1599,3,-1,0,41698
1602,3,-1,0,41699
1605,3,-1,0,41700
1608,3,-1,0,41701
1610,3,-1,0,41702
1611,3,-1,0,41703
1610,3,-1,0,41704
1609,3,-1,0,41705
1608,3,-1,0,41706
1606,3,-1,0,41707
1605,3,-1,0,41708
1604,2,-1,0,41709
1604,2,-1,0,41710
1604,2,-1,0,41711
1605,2,-1,0,41712
1607,2,-1,0,41713
1609,2,-1,0,41714
1612,2,-1,0,41715
1616,2,-1,0,41716
1621,2,-1,0,41717
1627,2,-1,0,41718
1633,2,-1,0,41719
1640,2,-1,0,41720
1646,2,-1,0,41721
1651,2,-1,0,41722
1653,2,-1,0,41723
1653,2,-1,0,41724
1650,2,-1,0,41725
1646,2,-1,0,41726
1640,2,-2,0,41727
1636,2,-2,0,41728
1634,2,-1,0,41729
1636,2,-1,0,41730
1640,2,-1,0,41731
1647,2,-1,0,41732
1655,2,-1,0,41733
1660,2,-1,0,41734
1661,2,-1,0,41735
1656,1,-1,0,41736
1645,1,-1,0,41737
1629,1,-1,0,41738
1611,1,-1,0,41739
1592,1,-1,0,41740
1577,1,-1,0,41741
1566,1,0,0,41742
1560,1,0,0,41743
1560,0,0,0,41744
1564,0,0,0,41745
1571,1,0,0,41746
1579,1,0,0,41747
1586,1,0,0,41748
1593,1,0,0,41749
1597,1,0,0,41750
1599,1,0,0,41751
1600,1,0,0,41752
1599,1,0,0,41753
1597,1,0,0,41754
1594,1,0,0,41755
1591,1,0,0,41756
1588,1,0,0,41757
1585,1,0,0,41758
1583,2,0,0,41759
1583,2,1,0,41760
1584,2,1,0,41761
1586,2,1,0,41762
1589,2,1,0,41763
1592,2,1,0,41764
1595,2,1,0,41765
1596,2,1,0,41766
1596,2,1,0,41767
1595,2,1,0,41768
1592,2,1,0,41769
1588,2,1,0,41770
1585,2,1,0,41771
1582,3,1,0,41772
1581,3,1,0,41773
1581,3,1,0,41774
1583,3,2,0,41775
1587,3,2,0,41776
1591,4,3,0,41777
1596,4,3,0,41778
1600,4,3,0,41779
1602,4,3,0,41780
1603,4,3,0,41781
1603,5,3,0,41782
1602,5,3,0,41783
1601,5,3,0,41784
1600,5,4,0,41785
1599,5,4,0,41786
1599,5,5,0,41787
1601,5,7,0,41788
1602,5,9,0,41789
1605,6,11,0,41790
1607,6,13,0,41791
1610,7,14,0,41792
1613,8,15,0,41793
1617,9,15,0,41794
1621,10,14,0,41795
1626,11,15,0,41796
1631,11,16,0,41797
1635,11,20,0,41798
1638,11,27,0,41799
1641,11,36,0,41800
1642,12,49,0,41801
1641,13,65,0,41802
1640,14,83,0,41803
1638,17,101,0,41804
1635,21,117,0,41805
1634,26,132,0,41806
1632,30,143,0,41807
1631,35,151,0,41808
1630,38,154,0,41809
1630,40,155,0,41810
1630,40,155,0,41811
1632,40,156,0,41812
1635,41,160,0,41813
1640,45,169,0,41814
1647,55,186,0,41815
1655,72,211,0,41816
1666,96,244,0,41817
1676,129,285,0,41818
1686,168,333,0,41819
1695,212,384,0,41820
1701,257,437,0,41821
1704,299,489,0,41822
1705,336,537,0,41823
1703,364,577,0,41824
1700,383,610,0,41825
1695,392,634,0,41826
1689,394,648,0,41827
1682,394,655,0,41828
1675,397,656,0,41829
1666,407,655,0,41830
1643,473,655,0,41831
1630,536,662,0,41832
1616,620,677,0,41833
1602,724,700,0,41834
1588,844,730,0,41835
1576,973,765,0,41836
1568,1106,804,0,41837
1562,1235,844,0,41838
1560,1355,882,0,41839
1561,1457,916,0,41840
1565,1539,944,0,41841
1570,1600,965,0,41842
1576,1639,980,0,41843
1582,1659,990,0,41844
1586,1667,995,0,41845
1589,1668,997,0,41846
1591,1668,998,0,41847
1592,1676,999,0,41848
1593,1696,999,0,41849
1594,1734,999,0,41850
1597,1791,998,0,41851
1600,1867,994,0,41852
1603,1960,987,0,41853
1606,2067,973,0,41854
1609,2183,954,0,41855
1609,2303,927,0,41856
1607,2420,895,0,41857
1602,2529,857,0,41858
1596,2627,815,0,41859
1588,2709,771,0,41860
1581,2775,728,0,41861
1575,2825,687,0,41862
1571,2859,652,0,41863
1568,2880,624,0,41864
1565,2891,603,0,41865
1561,2894,591,0,41866
1553,2894,586,0,41867
1540,2893,585,0,41868
1520,2894,585,0,41869
1495,2899,584,0,41870
1467,2908,577,0,41871
1444,2922,562,0,41872
1433,2940,537,0,41873
1443,2962,501,0,41874
1485,2987,455,0,41875
1566,3011,401,0,41876
1687,3035,340,0,41877
1846,3056,277,0,41878
2035,3073,214,0,41879
2238,3088,156,0,41880
2436,3100,105,0,41881
2610,3110,62,0,41882
2740,3118,28,0,41883
2808,3125,2,0,41884
2806,3130,-19,0,41885
2728,3132,-36,0,41886
2579,3129,-54,0,41887
2368,3120,-76,0,41888
2110,3103,-102,0,41889
1823,3079,-135,0,41890
1528,3046,-176,0,41891
1244,3007,-224,0,41892
988,2963,-278,0,41893
775,2918,-334,0,41894
615,2876,-392,0,41895
513,2840,-446,0,41896
470,2811,-496,0,41897
481,2793,-539,0,41898
535,2784,-572,0,41899
621,2781,-598,0,41900
724,2781,-614,0,41901
833,2779,-624,0,41902
936,2769,-630,0,41903
1026,2745,-636,0,41904
1102,2703,-642,0,41905
1165,2641,-654,0,41906
1220,2557,-671,0,41907
1273,2453,-695,0,41908
1328,2335,-726,0,41909
1389,2205,-761,0,41910
1456,2074,-800,0,41911
1528,1944,-839,0,41912
1601,1825,-876,0,41913
1668,1723,-910,0,41914
1725,1641,-937,0,41915
1768,1581,-958,0,41916
1795,1541,-973,0,41917
1805,1521,-982,0,41918
1802,1513,-988,0,41919
1790,1513,-990,0,41920
1772,1512,-992,0,41921
1753,1505,-993,0,41922
1737,1485,-993,0,41923
1724,1448,-994,0,41924
1717,1393,-993,0,41925
1715,1318,-990,0,41926
1716,1227,-982,0,41927
1718,1122,-969,0,41928
1722,1006,-949,0,41929
1724,889,-923,0,41930
1725,773,-891,0,41931
1725,665,-854,0,41932
1725,568,-812,0,41933
1724,486,-770,0,41934
1723,421,-728,0,41935
1723,371,-690,0,41936
1725,336,-656,0,41937
1727,314,-630,0,41938
1730,303,-612,0,41939
1733,299,-599,0,41940
1736,298,-594,0,41941
1737,298,-593,0,41942
1737,296,-594,0,41943
1736,291,-594,0,41944
1733,282,-592,0,41945
1730,269,-584,0,41946
1727,250,-569,0,41947
1724,227,-547,0,41948
1722,202,-517,0,41949
1722,176,-481,0,41950
1723,150,-439,0,41951
1726,125,-392,0,41952
1730,102,-346,0,41953
1735,83,-299,0,41954
1741,66,-256,0,41955
1746,53,-217,0,41956
1750,44,-184,0,41957
1753,36,-158,0,41958
1754,31,-138,0,41959
1753,28,-124,0,41960
1750,27,-115,0,41961
1746,26,-110,0,41962
1741,26,-109,0,41963
1736,26,-108,0,41964
1732,26,-109,0,41965
1729,26,-108,0,41966
1730,26,-106,0,41967
1732,26,-103,0,41968
1737,26,-98,0,41969
1743,26,-90,0,41970
1749,26,-81,0,41971
1755,27,-71,0,41972
1760,27,-61,0,41973
1763,27,-50,0,41974
1764,28,-40,0,41975
1764,28,-31,0,41976
1763,28,-24,0,41977
1762,28,-17,0,41978
1762,28,-12,0,41979
1763,28,-9,0,41980
1767,28,-6,0,41981
1772,27,-4,0,41982
1778,27,-4,0,41983
1785,27,-4,0,41984
1792,26,-4,0,41985
1799,26,-4,0,41986
1805,25,-5,0,41987
1809,25,-5,0,41988
1812,25,-6,0,41989
1812,25,-6,0,41990
1812,25,-6,0,41991
1809,25,-6,0,41992
1807,25,-6,0,41993
1804,25,-6,0,41994
1802,25,-6,0,41995
1801,24,-6,0,41996
1801,23,-6,0,41997
1802,23,-7,0,41998
1805,22,-7,0,41999
1808,20,-7,0,42000
1810,19,-7,0,42001
1812,18,-7,0,42002
1813,16,-7,0,42003
1813,15,-7,0,42004
1812,14,-6,0,42005
1811,13,-6,0,42006
1810,13,-6,0,42007
1810,13,-6,0,42008
1811,12,-6,0,42009
1813,12,-6,0,42010
1814,12,-6,0,42011
1815,12,-6,0,42012
1815,12,-6,0,42013
1813,12,-6,0,42014
1808,12,-6,0,42015
1802,12,-6,0,42016
1793,12,-6,0,42017
1785,12,-6,0,42018
1776,12,-5,0,42019
1769,12,-5,0,42020
1762,12,-5,0,42021
1757,12,-4,0,42022
1752,12,-4,0,42023
1748,12,-3,0,42024
1742,12,-3,0,42025
1736,12,-2,0,42026
1727,12,-2,0,42027
1717,12,-2,0,42028
1706,12,-1,0,42029
1693,12,-1,0,42030
1680,12,-1,0,42031
1666,12,-1,0,42032
1653,12,-1,0,42033
1639,12,-1,0,42034
1626,12,-1,0,42035
1613,12,-1,0,42036
1600,12,-2,0,42037
1588,12,-2,0,42038
1577,12,-2,0,42039
1567,12,-2,0,42040
1557,12,-2,0,42041
1549,12,-2,0,42042
1542,12,-2,0,42043
1535,12,-2,0,42044
1529,11,-2,0,42045
1523,11,-2,0,42046
1518,11,-2,0,42047
1512,11,-2,0,42048
1508,10,-2,0,42049
1503,10,-2,0,42050
1500,10,-2,0,42051
1497,10,-2,0,42052
1496,10,-2,0,42053
1495,9,-2,0,42054
1494,9,-2,0,42055
1494,9,-2,0,42056
1494,9,-2,0,42057
1494,9,-3,0,42058
1494,9,-3,0,42059
1494,9,-3,0,42060
1494,9,-3,0,42061
1495,9,-3,0,42062
1496,9,-3,0,42063
1499,9,-4,0,42064
1503,9,-4,0,42065
1507,9,-4,0,42066
1511,9,-4,0,42067
1516,8,-4,0,42068
1519,8,-4,0,42069
1521,8,-4,0,42070
1522,8,-4,0,42071
1521,7,-3,0,42072
1518,7,-3,0,42073
1515,7,-3,0,42074
1512,6,-3,0,42075
1509,6,-3,0,42076
1507,6,-3,0,42077
1506,5,-3,0,42078
1508,5,-3,0,42079
1510,5,-3,0,42080
1514,4,-3,0,42081
1518,4,-3,0,42082
1523,4,-3,0,42083
1528,4,-3,0,42084
1532,3,-3,0,42085
1536,3,-3,0,42086
1539,3,-3,0,42087
1542,3,-3,0,42088
1545,3,-3,0,42089
1547,3,-3,0,42090
1549,3,-2,0,42091
1550,3,-2,0,42092
1552,3,-2,0,42093
1553,3,-2,0,42094
1554,3,-2,0,42095
1554,3,-2,0,42096
1554,3,-2,0,42097
1554,3,-2,0,42098
1554,3,-2,0,42099
1553,3,-2,0,42100
1553,3,-2,0,42101
1553,3,-2,0,42102
1553,3,-2,0,42103
1553,3,-1,0,42104
1553,3,-1,0,42105
1553,3,-2,0,42106
1553,3,-2,0,42107
1553,3,-1,0,42108
1553,3,-1,0,42109
1554,3,-1,0,42110
1554,3,-1,0,42111
1555,3,-1,0,42112
1556,3,-1,0,42113
1558,2,-1,0,42114
1559,2,-1,0,42115
1559,2,-2,0,42116
1560,2,-2,0,42117
1560,2,-2,0,42118
1560,2,-2,0,42119
1560,2,-2,0,42120
1561,2,-2,0,42121
1562,2,-2,0,42122
1563,1,-2,0,42123
1564,1,-2,0,42124
1564,1,-2,0,42125
1565,1,-2,0,42126
1564,1,-2,0,42127
1563,1,-2,0,42128
1562,1,-2,0,42129
1561,1,-2,0,42130
1560,1,-2,0,42131
1560,1,-2,0,42132
1562,0,-2,0,42133
