#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2ABB
#Date Time: 2024-08-13 19:39:39.188
#Sample rate: 511.999Hz
#Samples: 4096

Time (s),Data,DV,MISO,MOSI,SCK
-1.37695665,1713,1,1,0,1
-1.37500352,1719,1,1,0,1
-1.37305039,1725,1,1,0,1
-1.37109726,1730,1,1,0,1
-1.36914413,1733,1,1,0,1
-1.367191,1734,1,1,0,1
-1.36523787,1734,1,1,0,1
-1.36328474,1734,1,0,0,1
-1.36133161,1736,0,0,0,0
-1.35937848,1536,0,1,0,0
-1.35742535,0,0,1,1,0
-1.35547222,1751,1,1,0,1
-1.35351909,1761,1,1,0,1
-1.35156596,1770,1,1,0,1
-1.34961283,1780,1,1,0,1
-1.3476597,1787,1,1,0,1
-1.34570657,1791,1,1,0,1
-1.34375344,1797,1,1,0,1
-1.34180031,1801,1,1,0,1
-1.33984718,1804,1,1,0,1
-1.33789405,1807,1,1,0,1
-1.33594092,1810,1,1,0,1
-1.33398779,1809,1,1,0,1
-1.33203466,1803,1,1,0,1
-1.33008153,1797,1,1,0,1
-1.3281284,1791,1,1,0,1
-1.32617527,1790,1,1,0,1
-1.32422214,1791,1,1,0,1
-1.32226901,1795,1,1,0,1
-1.32031588,1799,1,1,0,1
-1.31836275,1805,1,1,0,1
-1.31640962,1809,1,1,0,1
-1.31445649,1811,1,1,0,1
-1.31250336,1815,1,1,0,1
-1.31055023,1818,1,1,0,1
-1.3085971,1823,1,1,0,1
-1.30664397,1832,1,1,0,1
-1.30469084,1841,1,1,0,1
-1.30273771,1845,1,1,0,1
-1.30078458,1847,1,1,0,1
-1.29883145,1846,1,1,0,1
-1.29687832,1847,1,1,0,1
-1.29492519,1847,1,1,0,1
-1.29297206,1849,1,1,0,1
-1.29101893,1854,1,1,0,1
-1.2890658,1861,1,1,0,1
-1.28711267,1867,1,1,0,1
-1.28515954,1871,1,1,0,1
-1.28320641,1873,1,1,0,1
-1.28125328,1873,1,1,0,1
-1.27930015,1873,1,1,0,1
-1.27734702,1872,0,1,0,0
-1.27539389,1024,0,1,0,0
-1.27344076,0,0,1,0,0
-1.27148763,1881,1,1,0,1
-1.2695345,1881,1,1,0,1
-1.26758137,1881,1,1,0,1
-1.26562824,1881,1,1,0,1
-1.26367511,1879,1,1,0,1
-1.26172198,1882,1,1,0,1
-1.25976885,1885,1,1,0,1
-1.25781572,1890,1,1,0,1
-1.25586259,1897,1,1,0,1
-1.25390946,1901,1,1,0,1
-1.25195633,1903,1,1,0,1
-1.2500032,1905,1,1,0,1
-1.24805007,1905,1,1,0,1
-1.24609694,1906,1,1,0,1
-1.24414381,1905,1,1,0,1
-1.24219068,1901,1,1,0,1
-1.24023755,1897,1,1,0,1
-1.23828442,1895,1,1,0,1
-1.23633129,1893,1,1,0,1
-1.23437816,1887,1,1,0,1
-1.23242503,1883,1,1,0,1
-1.2304719,1883,1,1,0,1
-1.22851877,1885,1,1,0,1
-1.22656564,1890,1,1,0,1
-1.22461251,1893,1,1,0,1
-1.22265938,1898,1,1,0,1
-1.22070625,1902,1,1,0,1
-1.21875312,1906,1,1,0,1
-1.21679999,1908,1,1,0,1
-1.21484686,1911,1,1,0,1
-1.21289373,1914,1,1,0,1
-1.2109406,1917,1,1,0,1
-1.20898747,1922,1,1,0,1
-1.20703434,1927,1,1,0,1
-1.20508121,1929,1,1,0,1
-1.20312808,1929,1,1,0,1
-1.20117495,1926,1,1,0,1
-1.19922182,1925,1,1,0,1
-1.19726869,1924,1,1,0,1
-1.19531556,1922,0,1,0,0
-1.19336243,1920,0,0,0,0
-1.1914093,0,0,0,0,0
-1.18945617,0,0,1,1,0
-1.18750304,1933,1,1,0,1
-1.18554991,1937,1,1,0,1
-1.18359678,1939,1,1,0,1
-1.18164365,1941,1,1,0,1
-1.17969052,1942,1,1,0,1
-1.17773739,1945,1,1,0,1
-1.17578426,1947,1,1,0,1
-1.17383113,1953,1,1,0,1
-1.171878,1957,1,1,0,1
-1.16992487,1959,1,1,0,1
-1.16797174,1959,1,1,0,1
-1.16601861,1957,1,1,0,1
-1.16406548,1956,1,1,0,1
-1.16211235,1954,1,1,0,1
-1.16015922,1950,1,1,0,1
-1.15820609,1949,1,1,0,1
-1.15625296,1951,1,1,0,1
-1.15429983,1959,1,1,0,1
-1.1523467,1966,1,1,0,1
-1.15039357,1972,1,1,0,1
-1.14844044,1978,1,1,0,1
-1.14648731,1981,1,1,0,1
-1.14453418,1981,1,1,0,1
-1.14258105,1981,1,1,0,1
-1.14062792,1981,1,1,0,1
-1.13867479,1983,1,1,0,1
-1.13672166,1985,1,1,0,1
-1.13476853,1987,1,1,0,1
-1.1328154,1987,1,1,0,1
-1.13086227,1987,1,1,0,1
-1.12890914,1987,1,1,0,1
-1.12695601,1987,1,1,0,1
-1.12500288,1990,1,1,0,1
-1.12304975,1995,1,1,0,1
-1.12109662,1998,1,1,0,1
-1.11914349,1999,1,1,0,1
-1.11719036,1999,1,1,0,1
-1.11523723,1998,1,1,0,1
-1.1132841,1995,1,1,0,1
-1.11133097,1992,0,0,0,0
-1.10937784,1792,0,1,0,0
-1.10742471,0,0,0,0,0
-1.10547158,1994,1,1,0,1
-1.10351845,1999,1,1,0,1
-1.10156532,2003,1,1,0,1
-1.09961219,2003,1,1,0,1
-1.09765906,2002,1,1,0,1
-1.09570593,2001,1,1,0,1
-1.0937528,1999,1,1,0,1
-1.09179967,1997,1,1,0,1
-1.08984654,1997,1,1,0,1
-1.08789341,1999,1,1,0,1
-1.08594028,1997,1,1,0,1
-1.08398715,1995,1,1,0,1
-1.08203402,1994,1,1,0,1
-1.08008089,1994,1,1,0,1
-1.07812776,1997,1,1,0,1
-1.07617463,2001,1,1,0,1
-1.0742215,2006,1,1,0,1
-1.07226837,2009,1,1,0,1
-1.07031524,2009,1,1,0,1
-1.06836211,2009,1,1,0,1
-1.06640898,2007,1,1,0,1
-1.06445585,2004,1,1,0,1
-1.06250272,2004,1,1,0,1
-1.06054959,2006,1,1,0,1
-1.05859646,2010,1,1,0,1
-1.05664333,2014,1,1,0,1
-1.0546902,2020,1,1,0,1
-1.05273707,2025,1,1,0,1
-1.05078394,2028,1,1,0,1
