#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2ABB
#Date Time: 2024-08-13 19:49:56.721
#Sample rate: 500Hz
#Samples: 4096

Time (s),Data,DV,MISO,MOSI,SCK
-1.424,1329,1,1,0,1
-1.422,1308,1,1,0,1
-1.42,1289,1,1,0,1
-1.418,1289,1,1,0,1
-1.416,1316,1,1,0,1
-1.414,1361,1,1,0,1
-1.412,1409,1,1,0,1
-1.41,1443,1,1,0,1
-1.408,1455,1,1,0,1
-1.406,1449,1,1,0,1
-1.404,1434,1,1,0,1
-1.402,1426,1,1,0,1
-1.4,1433,1,1,0,1
-1.398,1452,1,1,0,1
-1.396,1471,1,1,0,1
-1.394,1490,1,1,0,1
-1.392,1509,1,1,0,1
-1.39,1533,1,1,0,1
-1.388,1589,1,1,0,1
-1.386,1699,1,1,0,1
-1.384,1884,1,1,0,1
-1.382,2157,1,1,0,1
-1.38,2509,1,1,0,1
-1.378,2914,1,1,0,1
-1.376,3333,1,1,0,1
-1.374,3724,1,1,0,1
-1.372,4014,1,1,0,1
-1.37,4059,1,1,0,1
-1.368,4061,1,1,0,1
-1.366,4061,1,1,0,1
-1.364,4014,1,1,0,1
-1.362,3845,1,1,0,1
-1.36,3554,1,1,0,1
-1.358,3131,1,1,0,1
-1.356,2559,1,1,0,1
-1.354,1850,1,1,0,1
-1.352,1068,1,1,0,1
-1.35,283,1,1,0,1
-1.348,15,1,1,0,1
-1.346,0,1,1,0,1
-1.344,0,1,1,0,1
-1.342,0,1,1,0,1
-1.34,0,1,1,0,1
-1.338,0,1,1,0,1
-1.336,0,1,1,0,1
-1.334,0,1,1,0,1
-1.332,0,1,1,0,1
-1.33,0,1,1,0,1
-1.328,0,1,1,0,1
-1.326,0,1,1,0,1
-1.324,0,1,1,0,1
-1.322,0,1,1,0,1
-1.32,0,1,1,0,1
-1.318,0,1,1,0,1
-1.316,0,1,1,0,1
-1.314,0,1,1,0,1
-1.312,18,1,1,0,1
-1.31,136,1,1,0,1
-1.308,306,1,1,0,1
-1.306,502,1,1,0,1
-1.304,721,1,1,0,1
-1.302,965,1,1,0,1
-1.3,1233,1,1,0,1
-1.298,1512,1,1,0,1
-1.296,1785,1,1,0,1
-1.294,2030,1,1,0,1
-1.292,2233,1,1,0,1
-1.29,2391,1,1,0,1
-1.288,2515,1,1,0,1
-1.286,2623,1,1,0,1
-1.284,2733,1,1,0,1
-1.282,2846,1,1,0,1
-1.28,2956,1,1,0,1
-1.278,3047,1,1,0,1
-1.276,3111,1,1,0,1
-1.274,3138,1,1,0,1
-1.272,3139,1,1,0,1
-1.27,3130,1,1,0,1
-1.268,3131,1,1,0,1
-1.266,3150,1,1,0,1
